StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,comp_3,words_1,level_1,level_2,hard_1_1,info_text,level_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,clicked
2023-07-28 08:30:48,2023-07-28 08:30:48,Survey Test,,100,0,True,2023-07-28 08:30:49,R_0GMXAHBpf6JiQE6,,,,,,,test,,I agree,Dolor? Euismod tempus? Curabitur consequat facilisis curabitur ut? Scelerisque ullamcorper.,Neither John nor Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Tempora! Sodales ligula sapien nunc laoreet fusce porttitor turpis praesent velit ultrices elit ante.,Molestie aenean faucibus primis suscipit commodo. Donec dolor fermentum etiam ligula. Praesent consequat sed.,No,,,,Level 2,Other (please specify),Suscipit aliquet magna fringilla eleifend maecenas magna natoque ac tellus ultricies dapibus blandit.,Hispanic or Latino,,Suscipit et ipsum integer? At rutrum cursus metus. Elit massa.,Masters Degree (MS),,Yes,83,,0
2023-07-28 08:30:49,2023-07-28 08:30:49,Survey Test,,100,0,True,2023-07-28 08:30:49,R_6RI4okfC6y4u72u,,,,,,,test,,I agree,"Sed duis aenean iaculis? Facilisi, vehicula viverra aliquam! Tortor commodo potenti tellus natoque praesent.",Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:49,2023-07-28 08:30:49,Survey Test,,100,0,True,2023-07-28 08:30:49,R_3luM3T20NFsgh2C,,,,,,,test,,I disagree,"Sodales augue, nonummy sed vulputate morbi erat facilisi consectetuer tellus vulputate? Sem suscipit.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:49,2023-07-28 08:30:49,Survey Test,,100,0,True,2023-07-28 08:30:49,R_eCMvP0uGcpSjAcC,,,,,,,test,,I agree,Volutpat primis magnis eu ut. Elementum porttitor proin est natoque id odio magnis.,Both John and Paul,Purple,Six people’s preferences for humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Gravida quam eleifend faucibus erat. Donec blandit facilisi elit wisi aliquet! Sapien tortor sollicitudin augue.,"Sed? Consectetuer, luctus sagittis eleifend. Ante amet metus praesent ultrices natoque luctus porttitor.",Yes,Level 2,22,"Donec suscipit lorem sodales vitae potenti, ultrices cursus cras ab.",,Male,,Asian,,Lectus? Laoreet fermentum morbi sollicitudin. Iaculis aliquam egestas fusce aenean malesuada interdum.,Some College,,No,52,,0
2023-07-28 08:30:49,2023-07-28 08:30:49,Survey Test,,100,0,True,2023-07-28 08:30:50,R_eVbifB4ky09eyto,,,,,,,test,,I agree,Aliquam wisi nonummy pretium nulla temporibus morbi nibh egestas viverra.,Neither John nor Paul,Purple,Six people’s preferences for humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE","Sed, orci magna. Commodo magnis cras eu! Fringilla dapibus. Pede vulputate accusamus mi amet.","Facilisi fermentum, curabitur ligula consectetuer porttitor nonummy. Ab ab augue ullamcorper tellus morbi posuere ut.",Yes,Level 1,53,A eget turpis ante tempus. Quam laoreet turpis. Vulputate facilisis.,,Male,,White or European,,Orci blandit blandit sit id vehicula ultrices ligula vehicula faucibus dictumst dolorem wisi. Lacus.,"Professional Degree (MD, JD, etc.)",,Yes,10,,0
2023-07-28 08:30:50,2023-07-28 08:30:50,Survey Test,,100,0,True,2023-07-28 08:30:50,R_6hSMIfzHtbgR1TU,,,,,,,test,,I agree,Atque orci lectus auctor enim justo curabitur leo? Purus metus pharetra nibh. Fermentum.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:50,2023-07-28 08:30:50,Survey Test,,100,0,True,2023-07-28 08:30:50,R_cNi8huR8KxqBHbo,,,,,,,test,,I disagree,Tempor facilisis scelerisque quis lacus! Platea. Non ultricies maecenas vulputate platea.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:50,2023-07-28 08:30:50,Survey Test,,100,0,True,2023-07-28 08:30:50,R_dbS8b2mW4Qxp9m6,,,,,,,test,,I agree,Mi proin platea auctor at pharetra purus cursus morbi vestibulum enim posuere vulputate sapien! Pede.,Neither John nor Paul,Purple,Six people’s preferences for humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Curabitur. Pretium porta dignissim non? Consectetuer tortor gravida tempus dolor. Tincidunt pellentesque posuere.,"Cras pharetra. Nulla urna arcu, tellus vivamus euismod quam tincidunt? Arcu mi tempora! Id.",Yes,Level 2,10,Temporibus. Molestie dapibus magna tincidunt mauris ullamcorper pellentesque orci fermentum! Imperdiet urna.,,Female,,Asian,,Nibh duis. Blandit etiam nunc? Risus volutpat sit nec sagittis porta.,College Graduate (4 year),,No,31,,0
2023-07-28 08:30:51,2023-07-28 08:30:51,Survey Test,,100,0,True,2023-07-28 08:30:51,R_8wf36SN0EObzjUi,,,,,,,test,,I disagree,"Convallis fermentum metus euismod venenatis vehicula magnis sodales non turpis at, non, diam.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:51,2023-07-28 08:30:51,Survey Test,,100,0,True,2023-07-28 08:30:51,R_55SWkQ9RILOLSK2,,,,,,,test,,I agree,"A laoreet turpis nibh platea erat elementum suscipit cursus iaculis, nulla integer odio venenatis tincidunt.",John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:51,2023-07-28 08:30:51,Survey Test,,100,0,True,2023-07-28 08:30:51,R_8wcifC884gFC33w,,,,,,,test,,I disagree,Blandit suscipit suspendisse posuere lorem. Culpa potenti maecenas potenti imperdiet.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:51,2023-07-28 08:30:51,Survey Test,,100,0,True,2023-07-28 08:30:52,R_brUMOjKu07IHbzo,,,,,,,test,,I disagree,Consectetuer? Ullamcorper commodo ultricies morbi tincidunt venenatis proin fusce proin tempora.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:52,2023-07-28 08:30:52,Survey Test,,100,0,True,2023-07-28 08:30:52,R_2hGc6BALX6QtIUK,,,,,,,test,,I agree,"Laoreet odio etiam? Dignissim. Sodales laoreet, vulputate euismod lacus metus ut montes nullam natoque.",Paul,Purple,Six people’s preferences for humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",In convallis eu aliquam tortor! Tempus eleifend purus suscipit etiam.,Felis. Nunc commodo pharetra felis bibendum diam nonummy ab suspendisse ultricies.,Yes,Level 6,51,"Nunc in dapibus in, interdum enim turpis temporibus? Dignissim, pretium, proin, neque, quis.",,Male,,Other (please specify),"Culpa tempus vulputate sed at scelerisque gravida lacus a, tempus pellentesque.",Scelerisque ipsum vulputate risus facilisis porta fringilla per nec suscipit tellus.,Vocational/Technical School (2 year),,Yes,6,,0
2023-07-28 08:30:52,2023-07-28 08:30:52,Survey Test,,100,0,True,2023-07-28 08:30:52,R_5oKxhdhA07HFjXE,,,,,,,test,,I disagree,"Massa wisi quis. Magna nunc suscipit porttitor malesuada, lacus vestibulum ab risus ab mauris.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:52,2023-07-28 08:30:52,Survey Test,,100,0,True,2023-07-28 08:30:52,R_cP9IgdsEzBPkGAS,,,,,,,test,,I agree,Bibendum duis. Enim est sed. Eget atque potenti cras. Molestie.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:52,2023-07-28 08:30:52,Survey Test,,100,0,True,2023-07-28 08:30:53,R_73qtvAJ2chagO22,,,,,,,test,,I disagree,Erat magnis nec bibendum? Dignissim felis sit ab? Porttitor a commodo metus! Odio.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:53,2023-07-28 08:30:53,Survey Test,,100,0,True,2023-07-28 08:30:53,R_beaJqxcYarGkujk,,,,,,,test,,I disagree,Convallis. Dolor interdum diam elementum velit faucibus purus curabitur dignissim dictumst.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:53,2023-07-28 08:30:53,Survey Test,,100,0,True,2023-07-28 08:30:53,R_bkgEjvcf2RCxlOu,,,,,,,test,,I disagree,"Turpis, nunc pharetra vestibulum elit! Aenean phasellus sagittis. Suspendisse wisi urna pellentesque rutrum a id.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:53,2023-07-28 08:30:53,Survey Test,,100,0,True,2023-07-28 08:30:53,R_8jGkcB5Si088Fwy,,,,,,,test,,I agree,Ipsum. Nec. Convallis quam tellus dui. Fringilla. Suspendisse laoreet auctor! Aenean purus justo.,Neither John nor Paul,Purple,Six people’s preferences for humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Augue platea arcu a viverra elementum elit morbi! Eget interdum augue.,"Velit fermentum scelerisque mi ut tempus turpis praesent, tortor dignissim tempor sodales malesuada etiam, luctus.",Yes,Level 4,75,"Turpis orci egestas. Orci vehicula. Montes porta orci sodales molestie, venenatis vehicula.",,Female,,Mixed,,Consectetuer? Volutpat facilisi ultrices pede massa massa rutrum leo rhoncus? Lectus rhoncus interdum nullam facilisi.,Other (please specify),"Luctus sodales cursus lectus suscipit? Commodo. Etiam sem maecenas. Arcu ridiculus duis bibendum, fringilla.",Yes,44,,0
2023-07-28 08:30:54,2023-07-28 08:30:54,Survey Test,,100,0,True,2023-07-28 08:30:54,R_d0azo3OSjAbKg6i,,,,,,,test,,I agree,Nulla. Potenti laoreet culpa nibh porta sollicitudin felis facilisis elit.,John,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Lorem mattis platea ipsum curabitur est? Egestas nec wisi blandit iaculis pellentesque! Diam. Tempus.,"Ab rutrum viverra, culpa cras tempus malesuada tempor aenean augue.",No,,,,Level 1,Female,,White or European,,Vel etiam? Id turpis luctus mauris? Urna eget? Aenean ridiculus.,College Graduate (4 year),,No,18,,0
2023-07-28 08:30:54,2023-07-28 08:30:54,Survey Test,,100,0,True,2023-07-28 08:30:54,R_a60g41gljBCRI10,,,,,,,test,,I agree,"Pharetra sed accusamus luctus, culpa nibh luctus, dictumst morbi magnis. Suscipit? Sodales.",Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:54,2023-07-28 08:30:54,Survey Test,,100,0,True,2023-07-28 08:30:54,R_0IGRli7RY6hsNn0,,,,,,,test,,I agree,"Tellus elit ullamcorper pede ab molestie commodo praesent orci purus diam tempora, aliquam ut.",Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:54,2023-07-28 08:30:54,Survey Test,,100,0,True,2023-07-28 08:30:54,R_5pcDZPUcm6alW6O,,,,,,,test,,I disagree,Velit posuere tempor lorem elementum pede vivamus sodales augue odio augue nulla montes turpis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:55,2023-07-28 08:30:55,Survey Test,,100,0,True,2023-07-28 08:30:55,R_eUNFqsu8htnN1Mq,,,,,,,test,,I disagree,Duis. Augue magnis dolorem metus volutpat ultricies morbi amet velit fusce pellentesque.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:55,2023-07-28 08:30:55,Survey Test,,100,0,True,2023-07-28 08:30:55,R_24vbXodCJl7So2a,,,,,,,test,,I agree,Fermentum? Primis enim rhoncus sapien ultricies nec ante bibendum et non lacus risus montes.,Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN","Risus. Molestie sit, tempor vestibulum suscipit. Venenatis. Tellus ultrices? Ante sodales vestibulum a at volutpat.","Magnis atque lorem. Culpa eros magna placerat morbi wisi, sagittis? Nunc auctor! Vivamus sagittis.",No,,,,Level 6,Male,,Asian,,Commodo nec nec potenti accusamus consectetuer cras? Ullamcorper? Accusamus id.,Some College,,No,24,,0
2023-07-28 08:30:55,2023-07-28 08:30:55,Survey Test,,100,0,True,2023-07-28 08:30:55,R_bIRPo2jcPOPaoLA,,,,,,,test,,I disagree,Accumsan dolor natoque consectetuer rutrum mattis tempora non amet? Vel. Nonummy quam ultrices.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:55,2023-07-28 08:30:55,Survey Test,,100,0,True,2023-07-28 08:30:55,R_a9qUS0iD0O0Y07Q,,,,,,,test,,I disagree,Odio aliquam dignissim felis dolorem magna odio integer neque suscipit magna turpis ultrices a.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:55,2023-07-28 08:30:55,Survey Test,,100,0,True,2023-07-28 08:30:56,R_9siaD1GkQIdy8ke,,,,,,,test,,I agree,Sapien massa fermentum nonummy interdum volutpat aenean? Vitae pellentesque vivamus.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:56,2023-07-28 08:30:56,Survey Test,,100,0,True,2023-07-28 08:30:56,R_bHscmZ8moF7KGjA,,,,,,,test,,I agree,"Sollicitudin, curabitur felis magnis elit etiam molestie ultricies aliquet morbi fermentum.",John,Purple,Six people’s preferences for humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Placerat. Phasellus consequat nibh facilisis felis ridiculus ligula potenti posuere? Temporibus fusce.,Blandit nulla quam sem. Porttitor etiam venenatis proin! Odio pellentesque facilisi leo justo natoque.,No,,,,Level 5,Male,,White or European,,"Aenean ultrices augue fermentum? Nunc, nunc ipsum fusce, proin purus sit tellus! Fusce? Fringilla.",Masters Degree (MS),,Yes,11,,0
2023-07-28 08:30:56,2023-07-28 08:30:56,Survey Test,,100,0,True,2023-07-28 08:30:56,R_1U2QShl6zXLAM1o,,,,,,,test,,I disagree,Atque non neque blandit eleifend diam. Molestie risus vitae augue ut sed nec.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:56,2023-07-28 08:30:56,Survey Test,,100,0,True,2023-07-28 08:30:56,R_6liWmJcNUZ3qAXI,,,,,,,test,,I disagree,"Eros? Urna egestas! At? Sodales? Nulla sed eleifend justo, vitae ligula rhoncus purus.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:57,2023-07-28 08:30:57,Survey Test,,100,0,True,2023-07-28 08:30:57,R_2fYPiXV17sGtBtQ,,,,,,,test,,I agree,Amet dapibus wisi morbi wisi ultricies. Non aenean magnis scelerisque.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:57,2023-07-28 08:30:57,Survey Test,,100,0,True,2023-07-28 08:30:57,R_dpqzZjueh8osTTU,,,,,,,test,,I agree,Posuere posuere. Pede nulla. Praesent id. Culpa nonummy diam ipsum morbi venenatis? Curabitur.,Both John and Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE",Ultrices proin dolorem convallis lectus elit consectetuer scelerisque porttitor laoreet eleifend vel? Mauris. Convallis.,Maecenas sed donec! Sapien euismod augue non pharetra rhoncus iaculis.,No,,,,Level 2,Female,,White or European,,"Bibendum neque! Vitae? Convallis, euismod amet! Urna magnis in sapien. Duis iaculis.",Doctoral Degree (PhD),,Yes,40,,0
2023-07-28 08:30:57,2023-07-28 08:30:57,Survey Test,,100,0,True,2023-07-28 08:30:57,R_6SiIkVzpr0z6VSe,,,,,,,test,,I disagree,Imperdiet sed atque? Vitae massa metus cursus! Ullamcorper lacus neque luctus! Augue pretium.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:57,2023-07-28 08:30:57,Survey Test,,100,0,True,2023-07-28 08:30:57,R_e9dUItC4C95m40S,,,,,,,test,,I agree,Et morbi ultricies. Egestas? Pellentesque rhoncus commodo velit nec accumsan.,Both John and Paul,Purple,Six people’s preferences for humans vs. machines,"MACHINE, HUMAN, HUMAN, MACHINE","Nunc? Scelerisque fermentum leo dignissim, natoque nec, egestas curabitur in justo.",Facilisis. Egestas aenean integer tempora potenti velit maecenas luctus arcu. Suspendisse iaculis natoque sit commodo.,Yes,Level 6,95,Sodales? Velit! Dapibus eu? Nonummy euismod curabitur auctor aliquet volutpat convallis dolorem vulputate justo ab.,,Prefer not to disclose,,Prefer Not to Say,,Culpa diam. Commodo dolor dui iaculis velit pharetra sem cras blandit luctus fermentum cursus sem.,Doctoral Degree (PhD),,No,90,,0
2023-07-28 08:30:58,2023-07-28 08:30:58,Survey Test,,100,0,True,2023-07-28 08:30:58,R_ehrMsHCK41mVK4u,,,,,,,test,,I disagree,Accusamus viverra metus pharetra enim mauris tincidunt. Commodo quam atque pharetra.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:58,2023-07-28 08:30:58,Survey Test,,100,0,True,2023-07-28 08:30:58,R_0e6I1d35WBF3FAi,,,,,,,test,,I disagree,"Consequat facilisis laoreet, eleifend integer vitae. Neque tempus euismod suscipit molestie.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:58,2023-07-28 08:30:58,Survey Test,,100,0,True,2023-07-28 08:30:58,R_6XzmEArIgK2eqAS,,,,,,,test,,I agree,Natoque! Temporibus. Magnis fusce ridiculus et facilisis sapien curabitur nunc! Molestie sem diam.,Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",Faucibus iaculis est vel? Laoreet dignissim mattis sit nonummy duis sodales? Justo pede.,Mattis ab etiam a ipsum porttitor posuere eleifend temporibus dolorem dolorem tellus. Placerat! Montes? Fusce.,Yes,Level 3,16,"Elementum dignissim. Donec facilisis nibh dui posuere elementum felis porta? Vitae? Phasellus, convallis. Curabitur? Erat.",,Other (please specify),Sollicitudin enim dapibus wisi cursus? Porttitor proin nunc dui phasellus diam in consectetuer.,Prefer Not to Say,,"Pretium laoreet vitae dignissim. Et nonummy etiam nec. Culpa? Sagittis tellus, tortor.","Professional Degree (MD, JD, etc.)",,Yes,10,,0
2023-07-28 08:30:58,2023-07-28 08:30:58,Survey Test,,100,0,True,2023-07-28 08:30:58,R_bx7T5GMGR4PKYfQ,,,,,,,test,,I disagree,Duis sed! Faucibus elit proin odio mi sodales dolor velit.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:58,2023-07-28 08:30:58,Survey Test,,100,0,True,2023-07-28 08:30:59,R_cIQZqA29hopue2O,,,,,,,test,,I agree,Temporibus urna ultrices mauris magna interdum malesuada? Facilisi amet risus maecenas aliquet phasellus.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:59,2023-07-28 08:30:59,Survey Test,,100,0,True,2023-07-28 08:30:59,R_cuLt6Nfqzz9UqrA,,,,,,,test,,I agree,Posuere velit culpa vestibulum diam praesent? Blandit felis vitae nulla eget.,John,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"MACHINE, MACHINE, MACHINE, MACHINE",Et suscipit platea faucibus nonummy praesent consequat vel facilisis donec.,Lectus vehicula pede. Placerat wisi! Euismod consectetuer! Temporibus! Tellus. Ultrices ac! Suscipit? Tempor potenti maecenas.,No,,,,Level 1,Other (please specify),Curabitur augue. Malesuada euismod vehicula a? Ullamcorper erat eros ab quam cursus dictumst sapien.,Prefer Not to Say,,"Enim nullam. Eleifend vehicula in integer tortor, ac at aliquam ut.",Doctoral Degree (PhD),,No,5,,0
2023-07-28 08:30:59,2023-07-28 08:30:59,Survey Test,,100,0,True,2023-07-28 08:30:59,R_bPAy9DooaIZbVAO,,,,,,,test,,I agree,"Donec nullam. Mi, iaculis! Facilisis ac, nulla egestas arcu amet.",Both John and Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:59,2023-07-28 08:30:59,Survey Test,,100,0,True,2023-07-28 08:30:59,R_9R137VlHKHjJIlo,,,,,,,test,,I disagree,Vel at? Nibh fermentum urna auctor consectetuer scelerisque scelerisque nulla phasellus elementum.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:30:59,2023-07-28 08:30:59,Survey Test,,100,0,True,2023-07-28 08:31:00,R_3KvawAac0BCppRk,,,,,,,test,,I agree,Ante non arcu mauris primis eros enim urna maecenas nunc.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:00,2023-07-28 08:31:00,Survey Test,,100,0,True,2023-07-28 08:31:00,R_1zFIS5HCKhhi3T8,,,,,,,test,,I agree,Sed integer odio orci laoreet commodo? Urna eleifend nullam temporibus turpis.,Neither John nor Paul,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:00,2023-07-28 08:31:00,Survey Test,,100,0,True,2023-07-28 08:31:00,R_0VUUYIYwPHHQcM6,,,,,,,test,,I disagree,Magna sapien non sit vestibulum urna lorem diam. Ligula! Non. Pharetra mauris tellus.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:00,2023-07-28 08:31:00,Survey Test,,100,0,True,2023-07-28 08:31:00,R_egKQhowFvAuqdtY,,,,,,,test,,I disagree,Accumsan convallis pharetra accumsan elit vitae mattis diam est elit consequat commodo! Pretium felis? Primis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:01,2023-07-28 08:31:01,Survey Test,,100,0,True,2023-07-28 08:31:01,R_29u14MSmZCwIxaS,,,,,,,test,,I agree,Fusce quis tincidunt enim. Mi interdum. Placerat. Egestas suspendisse. Rhoncus massa. Tempus ultrices.,Neither John nor Paul,Purple,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Velit et per dolorem. Eu metus ut. Culpa porttitor. Tortor.,"Sapien elementum! Accumsan platea, metus dui, commodo? In platea, duis phasellus proin bibendum.",No,,,,Level 3,Prefer not to disclose,,White or European,,Dolor! Mattis aenean fringilla dolor etiam aenean elementum dolor pede sagittis ab laoreet.,Vocational/Technical School (2 year),,Yes,8,,0
2023-07-28 08:31:01,2023-07-28 08:31:01,Survey Test,,100,0,True,2023-07-28 08:31:01,R_9LxzyrwQicmk7e6,,,,,,,test,,I disagree,"Enim, fusce accusamus ante gravida neque commodo non pellentesque per aenean porta eget suscipit, sodales.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:01,2023-07-28 08:31:01,Survey Test,,100,0,True,2023-07-28 08:31:01,R_7PsT2Gtk5B4wIzY,,,,,,,test,,I disagree,"Montes! At? Eget vivamus convallis potenti. Eros? Dignissim potenti venenatis? Est, per maecenas imperdiet pede.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:01,2023-07-28 08:31:01,Survey Test,,100,0,True,2023-07-28 08:31:01,R_0SzqgQJq1J0n5pY,,,,,,,test,,I disagree,Tellus gravida aenean nec! In nibh. Vestibulum? Justo ligula turpis.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:02,2023-07-28 08:31:02,Survey Test,,100,0,True,2023-07-28 08:31:02,R_3KGBqZXKDzfzHGS,,,,,,,test,,I disagree,Mauris scelerisque fringilla ullamcorper sapien diam! Temporibus aliquet pede porttitor! Ut eget.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:02,2023-07-28 08:31:02,Survey Test,,100,0,True,2023-07-28 08:31:02,R_8odZSSRQeKHFmAe,,,,,,,test,,I agree,"Convallis dapibus? Ante, ultrices. Id, proin porttitor est tempor, aliquet temporibus. Posuere fermentum in.",Neither John nor Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, MACHINE, MACHINE, HUMAN",Tortor sit sem per duis nibh cras elit tortor aenean ut eget velit.,Dolor molestie malesuada potenti. Felis phasellus temporibus facilisis. Consequat praesent a.,No,,,,Level 6,Other (please specify),"At tempus vitae? Fermentum, mattis duis. Suscipit pede vestibulum sapien elementum magna morbi primis.",Asian,,Vel nonummy volutpat? Porttitor morbi tellus justo elit lectus? Imperdiet massa rutrum.,Masters Degree (MS),,No,73,,0
2023-07-28 08:31:02,2023-07-28 08:31:02,Survey Test,,100,0,True,2023-07-28 08:31:02,R_71HmxS8B9qa7VHg,,,,,,,test,,I agree,Sodales! Purus mi primis dapibus fermentum felis sapien. Facilisi nonummy. Eros potenti lacus augue.,John,Purple,Six people’s preferences for humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN","Enim praesent, in placerat nec? Pellentesque arcu vivamus, lectus ac erat in.","Velit! Interdum sagittis? Metus. Mattis amet cursus. Tempora nonummy a sed, lorem odio, dolorem.",Yes,Level 5,21,Nullam. Diam vulputate enim tempor enim donec vestibulum eleifend arcu est nec.,,Other (please specify),Etiam rutrum. Primis praesent nunc nec leo aliquet mi accusamus facilisi a.,Asian,,Interdum lectus tellus. Tempor laoreet bibendum accusamus dignissim praesent pretium natoque.,College Graduate (4 year),,Yes,45,,0
2023-07-28 08:31:02,2023-07-28 08:31:02,Survey Test,,100,0,True,2023-07-28 08:31:03,R_bfIk470USSUeLA2,,,,,,,test,,I disagree,Gravida urna. Fermentum cras rhoncus rhoncus potenti suscipit phasellus elit consequat diam.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:03,2023-07-28 08:31:03,Survey Test,,100,0,True,2023-07-28 08:31:03,R_2r6iR3ii7XGoZ4q,,,,,,,test,,I disagree,"Vehicula ab, blandit blandit turpis. Duis, egestas etiam ridiculus phasellus.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:03,2023-07-28 08:31:03,Survey Test,,100,0,True,2023-07-28 08:31:03,R_abIKw8vGbxfPO2a,,,,,,,test,,I agree,"Placerat, interdum sagittis? Sem! Metus malesuada natoque culpa donec, eros eu! Nibh pharetra platea nec.",Both John and Paul,Purple,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN","Justo vivamus, id commodo, augue mattis commodo ante leo sit. Mattis. Sollicitudin amet.",Sollicitudin! Malesuada potenti! Luctus rutrum accumsan fermentum tempus aliquam iaculis mattis ultricies integer fringilla maecenas.,Yes,Level 4,48,Aliquet integer ab curabitur eu malesuada. Proin. Et? Aliquam tempus. Platea.,,Other (please specify),Ultrices ultrices venenatis quam luctus lectus imperdiet ultrices sem purus lacus donec.,Prefer Not to Say,,Tellus? Mauris tempor! Potenti. Malesuada ligula amet mattis nunc massa nibh metus.,Masters Degree (MS),,Yes,90,,0
2023-07-28 08:31:03,2023-07-28 08:31:03,Survey Test,,100,0,True,2023-07-28 08:31:03,R_1SIHWZr5oYAA6xg,,,,,,,test,,I disagree,"Pellentesque natoque bibendum. Dictumst metus fusce dolorem viverra, turpis tempus.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:03,2023-07-28 08:31:03,Survey Test,,100,0,True,2023-07-28 08:31:04,R_1FgDQgyEc9tZSrs,,,,,,,test,,I disagree,"Auctor dolorem porttitor culpa lorem natoque sit. Per, sagittis natoque lorem convallis natoque interdum.",,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:04,2023-07-28 08:31:04,Survey Test,,100,0,True,2023-07-28 08:31:04,R_81BcTUhHJlyWzOK,,,,,,,test,,I agree,Tempora ridiculus? Odio ipsum in atque wisi! Nonummy. Integer. Ante pharetra facilisis at wisi.,John,Green,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:04,2023-07-28 08:31:04,Survey Test,,100,0,True,2023-07-28 08:31:04,R_cM77BytaG9xVzW6,,,,,,,test,,I disagree,Turpis ullamcorper. Nullam! Lectus aliquet. Aliquet quam eros non! Volutpat.,,,,,,,,,,,,,,,,,,,,,,
2023-07-28 08:31:04,2023-07-28 08:31:04,Survey Test,,100,0,True,2023-07-28 08:31:04,R_9QDhyjGAWBjch1k,,,,,,,test,,I disagree,Euismod? Eleifend justo. Imperdiet tempor mauris. Platea nullam accusamus pharetra.,,,,,,,,,,,,,,,,,,,,,,
