StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,comp_1,comp_2,automation,firm_resp_1,human_resp_1,firm_liable_1,human_liable_1,reason,comp_3,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,label
10/21/25 13:14,10/21/25 13:17,IP Address,24.153.42.197,100,184,TRUE,10/21/25 13:17,R_5spVMMc3jtfNiGl,,,,,38.2573,-76.4498,anonymous,EN,I agree,63dcbb18395960c5560fadb8,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,0,100,0,100,"AEON CoDrive isn't a fully automated driving system, so the fault of this accident would be the driver, who should have been paying attention.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,36,High School or Equivalent,-99,75,,,,CoDrive
10/21/25 13:15,10/21/25 13:17,IP Address,76.139.145.40,100,119,TRUE,10/21/25 13:17,R_6zJ9Q6cN3FzLlGV,,,,,42.6423,-83.0514,anonymous,EN,I agree,66588b6663c98bc553bd38a1,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,72,100,67,96,"The human driver is more liable because you need to pay attention while in a car, regardless of automation being in place.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,25,Vocational/Technical School (2 year),-99,20,,,,AutoDrive
10/21/25 13:15,10/21/25 13:17,IP Address,73.77.177.113,100,155,TRUE,10/21/25 13:17,R_7f1l9xoaNvgBDyI,,,,,30.2257,-95.4924,anonymous,EN,I agree,667715b0cad8d06ec690ef00,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,15,85,15,86,Regardless if the car is a smart car and supposed to be automated or robot driven it is a human's job to always make sure they are safe on the road.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,29,College Graduate (4 year),-99,75,,,,CoDrive
10/21/25 13:14,10/21/25 13:17,IP Address,67.63.80.74,100,171,TRUE,10/21/25 13:17,R_1JjIrBYD8BYhANb,,,,,40.3957,-120.6461,anonymous,EN,I agree,5b9dd07de671c60001226b79,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,76,100,66,"I think they're both liable, but with Aeon being slightly more liable due to their promises of a self-driving car and then not delivering. ",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,26,Some College,-99,10,,,,AutoDrive
10/21/25 13:14,10/21/25 13:17,IP Address,71.190.253.50,100,194,TRUE,10/21/25 13:17,R_1K9JyB9z2moajiQ,,,,,40.5678,-74.1181,anonymous,EN,I agree,63ea5fe3c03c77c607e33990,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,50,50,50,50,Auto drive CAN malfunction. Humans must always be alert!,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,60,Some College,-99,32,,,,AutoDrive
10/21/25 13:14,10/21/25 13:17,IP Address,166.194.132.80,100,187,TRUE,10/21/25 13:17,R_7gHHRWJJV688bM6,,,,,41.8986,-87.738,anonymous,EN,I agree,65ba5335c9a29391ca7a88a1,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,29,100,20,100,"At the end of the day, the human is the one in the driver seat and takes accountability for the car. They are meant to be the final “check” for the actions of the AI anyways. ",The ${e://Field/label} system was 'switched off' at the time of the accident,Male,-99,Hispanic or Latino,-99,35,College Graduate (4 year),-99,82,,,,CoDrive
10/21/25 13:13,10/21/25 13:17,IP Address,73.158.228.220,100,284,TRUE,10/21/25 13:17,R_5JCupVB8kJ66VBb,,,,,38.4549,-122.2564,anonymous,EN,I agree,6461289e6f5807a784f0750d,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,55,100,65,100,"To me, it doesn't matter how automated a car is. The human in the car has the responsibility at all times to be awake, aware and prepared to take over at any moment.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,78,Some College,-99,70,,,,CoDrive
10/21/25 13:13,10/21/25 13:17,IP Address,68.109.20.53,100,249,TRUE,10/21/25 13:17,R_697mzpI1tPp8eZy,,,,,41.5964,-71.2565,anonymous,EN,I agree,670c17328b2ef3366ba42a34,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,91,80,100,80,The company is becasue thier software did not work properly. BUt the human is a little liable since he should have been paying attention just in case. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,50,Vocational/Technical School (2 year),-99,71,,,,AutoDrive
10/21/25 13:15,10/21/25 13:17,IP Address,174.173.2.129,100,168,TRUE,10/21/25 13:17,R_12WgVOgRRCP4YJI,,,,,39.9486,-75.2339,anonymous,EN,I agree,5ff4bc944b3bdcbce56d89a6,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,25,100,75,100,The human driver is more liable for the accident. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,27,Masters Degree (MS),-99,35,,,,AutoDrive
10/21/25 13:13,10/21/25 13:17,IP Address,172.59.190.60,100,255,TRUE,10/21/25 13:17,R_7YpiBmRMZ2XvmPD,,,,,41.8835,-87.6305,anonymous,EN,I agree,67e830bb6eaebc236b9cd37e,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,74,94,63,93,Ultimately the human is responsible for what happens with the vehicle. Systems are not without glitches or fault so the human still has to be in control of the machine or vehicle.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,63,College Graduate (4 year),-99,81,,,,AutoDrive
10/21/25 13:11,10/21/25 13:17,IP Address,73.143.50.82,100,356,TRUE,10/21/25 13:17,R_18Vcu33dN8rLIYc,,,,,41.7601,-70.0828,anonymous,EN,I agree,62e92ac314e2c0f89236aed1,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,80,40,80,70,"I think they're all liable to some extent. The human was the one who chose to rely on the car, and maybe he should have been paying more attention. The car is definitely responsible because that's what went through the red light causing the crash.  The company is liable because they made the car, so any defects in its function ultimately comes down to them.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,72,Masters Degree (MS),-99,90,,,,AutoDrive
10/21/25 13:14,10/21/25 13:17,IP Address,73.216.140.193,100,200,TRUE,10/21/25 13:17,R_1ZlBKaM4yZdy5bP,,,,,37.7886,-79.4548,anonymous,EN,I agree,66562875b665d8e2b1b6fc66,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,100,100,100,They are both fully to blame. The system did not deliver on it's end and the driver should have been attentive just in case of such system failure. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,54,Some College,-99,39,,,,AutoDrive
10/21/25 13:15,10/21/25 13:17,IP Address,173.3.166.190,100,168,TRUE,10/21/25 13:17,R_11F6mSlqHSous4P,,,,,40.8547,-73.9218,anonymous,EN,I agree,63d84be2c9a21026d442e728,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,90,100,100,"They both share responsibility for the accident considering that the Aeon vehicle should have detected the stop sign that it should be programmed to detect which is why the driver trusted the vehicle to do the right thing, but ultimately got too cocky and led to an accident occuring by checking their phone.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Hispanic or Latino,-99,31,High School or Equivalent,-99,90,,,,AutoDrive
10/21/25 13:13,10/21/25 13:17,IP Address,65.28.56.36,100,260,TRUE,10/21/25 13:17,R_6fBVIneeXNJARLb,,,,,42.5703,-88.1341,anonymous,EN,I agree,5d0eecdd348afe00015865aa,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,35,90,10,90,"The human drive is responsible, the driver should at all times be paying attention to the road.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,51,College Graduate (4 year),-99,35,,,,AutoDrive
10/21/25 13:14,10/21/25 13:17,IP Address,24.115.182.45,100,226,TRUE,10/21/25 13:17,R_169GwcH8GXrMyeN,,,,,41.3259,-74.8773,anonymous,EN,I agree,5ec79b5033c65502ce2acade,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,88,29,86,30,I think the company is liable because their autodrive was driving and did not see a stop sign. The person was not driving the car was driving itself.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,25,Masters Degree (MS),-99,81,,,,AutoDrive
10/21/25 13:14,10/21/25 13:17,IP Address,73.97.43.127,100,235,TRUE,10/21/25 13:17,R_7jqCPyTox3FFm1r,,,,,47.6711,-122.1253,anonymous,EN,I agree,65dfbf73ec3a047b5653add8,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,30,80,16,81,I don't think humans should count on their car catching all the traffic issues.  The driver should be paying attention to the road even if they aren't driving.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,53,College Graduate (4 year),-99,22,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,172.59.186.83,100,242,TRUE,10/21/25 13:18,R_7QzSUtsTOMR8IRy,,,,,41.8835,-87.6305,anonymous,EN,I agree,616567af93f2b71b50c3ff85,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,40,60,49,51,The driver had to be alert. No self driving car is perfect. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,47,Masters Degree (MS),-99,56,,,,CoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,66.74.48.51,100,259,TRUE,10/21/25 13:18,R_35zQZNu0ThyjDaJ,,,,,34.1619,-116.4335,anonymous,EN,I agree,6660e87571cd35e3fdd8a0f9,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,0,100,0,100,The human is ultimately responsible for what they do. If your brain is a slave to the phone you're stupid and it's your fault.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,39,Some College,-99,70,,,,CoDrive
10/21/25 13:12,10/21/25 13:18,IP Address,71.186.221.228,100,331,TRUE,10/21/25 13:18,R_7M0giyGK8OX8q32,,,,,42.8354,-78.7573,anonymous,EN,I agree,6682b0b622da87763c14179c,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,85,21,90,21,"If it says auto drive, this system has to be reliable to drive a car by itself and company is liable for the accident. ",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,54,College Graduate (4 year),-99,89,,,,AutoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,76.105.58.255,100,283,TRUE,10/21/25 13:18,R_6mWmIpCVJm0sTn3,,,,,39.2079,-120.999,anonymous,EN,I agree,66e9cc5fb04f5ba6d8b5a3f1,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,100,100,100,100,Both are liable to a great degree.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,64,Some College,-99,9,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,206.255.203.69,100,229,TRUE,10/21/25 13:18,R_3GfH9lMJWoI00k7,,,,,35.2436,-91.7313,anonymous,EN,I agree,672065508b5071ee67b5fde2,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",3,94,80,62,67,"Depending on whether or not it is intended to be fully autonomous or just a co driver, I believe directs guilt, since it's just a driving assisted function the driver should be blamed for looking at his phone and not looking at the road.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,34,Some College,-99,43,,,,CoDrive
10/21/25 13:11,10/21/25 13:18,IP Address,73.91.160.35,100,381,TRUE,10/21/25 13:18,R_1LqG9KjjWc4ygeh,,,,,35.1063,-89.941,anonymous,EN,I agree,670d39fbae5e843c48648770,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,77,76,76,77,I think because the setting is on ‘CoDrive’ the liability would be equally shared.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,72,College Graduate (4 year),-99,80,,,,CoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,76.154.130.217,100,230,TRUE,10/21/25 13:18,R_5Fk8kxChIgmS5Cp,,,,,39.8662,-104.9755,anonymous,EN,I agree,5dd61f689740545c506ee244,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,50,100,100,100,"You should never be texting even when your car is in autodrive, but the system should have recognized or noticed the stop sign and stopped.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,44,Some College,-99,62,,,,AutoDrive
10/21/25 13:15,10/21/25 13:18,IP Address,108.52.175.185,100,148,TRUE,10/21/25 13:18,R_7n8aHxLtmH9nA96,,,,,40.3018,-74.8767,anonymous,EN,I agree,67b928562a1432d3ca6d879a,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,0,100,0,100,"The car cannot detect or see stop signs, it's up to the human to make sure they're paying attention to the road",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,53,"Professional Degree (MD, JD, etc.)",-99,81,,,,CoDrive
10/21/25 13:08,10/21/25 13:18,IP Address,172.59.203.190,100,603,TRUE,10/21/25 13:18,R_79unIEJ0ALwW4LU,,,,,33.4342,-111.8454,anonymous,EN,I agree,66f305037af69346a9a55b42,Paul,Neither Agree nor Disagree,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,79,27,71,24,"AEON, the company, is more liable because the AutoDrive system failed to detect the stop sign, while the human was briefly distracted and not expected to monitor every driving task.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Hispanic or Latino,-99,33,College Graduate (4 year),-99,51,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,98.160.225.30,100,216,TRUE,10/21/25 13:18,R_7sUdXWHYd4NARB4,,,,,36.1172,-115.0528,anonymous,EN,I agree,667f4874175dc50c54160677,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,72,29,38,69,I think there should've been a censor in the car to alert the human but they should also not be texting and driving.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Mixed,-99,32,College Graduate (4 year),-99,59,,,,CoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,96.231.238.125,100,227,TRUE,10/21/25 13:18,R_7msRjn9nGbGS7ol,,,,,38.7651,-76.8983,anonymous,EN,I agree,5e162614783225c09f8eb95a,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,70,90,55,85,The human is responsible is more liable because the human was in the vehicle not paying attention ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Black or African American,-99,40,Some College,-99,55,,,,CoDrive
10/21/25 13:12,10/21/25 13:18,IP Address,24.55.46.41,100,359,TRUE,10/21/25 13:18,R_61gl29KmiRatBD1,,,,,30.2971,-97.8181,anonymous,EN,I agree,67f15a6eb321af2595c63b9b,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,80,80,80,80,"They are both at fault. The company because its system did not work, the human driver because the car is theirs and they have ultimate responsibility, irrespective of the type of automatic control in place.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,57,Masters Degree (MS),-99,61,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,173.94.74.146,100,214,TRUE,10/21/25 13:18,R_1fe6UVJM1FqIxgS,,,,,35.9185,-80.5387,anonymous,EN,I agree,5dbaded2af6b8e0e8c3632ed,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,90,90,51,100,A human cannot become so stupid that they let a fully automatic system determine traffic safety.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,44,College Graduate (4 year),-99,90,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,99.162.210.39,100,208,TRUE,10/21/25 13:18,R_3rSxYidIIhQnWyj,,,,,30.3958,-81.6893,anonymous,EN,I agree,60c4e1091b936c7b812e5af4,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,10,94,10,95,"It wasn't fully autonomous based on the title ""codrive"" so the driver is responsible. ",The ${e://Field/label} system was 'switched off' at the time of the accident,Male,-99,White or European,-99,48,College Graduate (4 year),-99,62,,,,CoDrive
10/21/25 13:12,10/21/25 13:18,IP Address,68.5.184.195,100,333,TRUE,10/21/25 13:18,R_7pWptGcDli9VD25,,,,,33.4339,-117.6221,anonymous,EN,I agree,6653e566a1dd567008582c28,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,0,100,0,"The auto drive failed, bottom line. It did not stop.",The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Hispanic or Latino,-99,61,"Professional Degree (MD, JD, etc.)",-99,10,,,,AutoDrive
10/21/25 13:15,10/21/25 13:18,IP Address,47.181.202.94,100,169,TRUE,10/21/25 13:18,R_6jjrKxULMhrmE0H,,,,,33.7215,-118.0509,anonymous,EN,I agree,654fbd224eaf197c8678bd57,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,51,87,57,89,I think the human driver is more liable for the accident because they should be responsible for making sure the system is operating as it should. The car should not be considered self-driving.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Asian,-99,30,Masters Degree (MS),-99,33,,,,CoDrive
10/21/25 13:15,10/21/25 13:18,IP Address,47.206.252.38,100,167,TRUE,10/21/25 13:18,R_74Nm6VbwCI6Sof6,,,,,28.2137,-82.6809,anonymous,EN,I agree,66c2a9923ae926a0ccdc21c1,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,27,68,35,62,I think the human is more responsible because I don't perceive automation assistance to mean you don't have to still pay attention ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,Mixed,-99,23,College Graduate (4 year),-99,61,,,,CoDrive
10/21/25 13:16,10/21/25 13:18,IP Address,69.254.155.44,100,137,TRUE,10/21/25 13:18,R_7eJ9VYegoceqTh7,,,,,35.6219,-105.8688,anonymous,EN,I agree,5d8d12f6d88e3a00142c9751,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,80,20,80,20,"Aeon is mostly responsible for this accident. The system was switched on at the time of the accident, so the human driver was under the impression that they were not responsible for driving and paying attention.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,40,College Graduate (4 year),-99,20,,,,CoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,98.50.47.30,100,277,TRUE,10/21/25 13:18,R_7Lbf5fUijGrwuN0,,,,,40.4236,-105.0935,anonymous,EN,I agree,5ee00b8630f30b34f2a5dc1c,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,90,80,90,30,"Both are responsible for the incident as a humanm, a logical being, is aware of the dangers of driving and the potential for technology to fail. However, liability falls on Aeon because they are the ones who created the situation in which a human was reliant on a technology that ultimately fialed and caused harmed--they made a promise in their contract that their technology would operate a certain way and it failed to do so.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,35,Some College,-99,41,,,,AutoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,12.75.8.118,100,315,TRUE,10/21/25 13:18,R_10uaIrgJV4O32fN,,,,,35.5144,-97.5865,anonymous,EN,I agree,5f98c3f8f2d9be1e75e21709,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,0,100,0,100,"Even if an auto drive is engaged, the driver(human) is still responsible for the overseeing of the auto drive. Texting and any type of driving is dangerous regardless. The human is the final say on whether the vehicle stays or stops etc. ",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,50,College Graduate (4 year),-99,70,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,72.87.61.29,100,235,TRUE,10/21/25 13:18,R_1dMRBpgiPT5DQ9B,,,,,42.354,-71.185,anonymous,EN,I agree,6680de3494e4607dcf95530d,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,80,70,60,65,"I think Aeon is liable to a point due to programming the software, but the human in the car is ultimately at fault as they should still be able to override the auto-driving if they notice a situation has gone haphazardly.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,32,Doctoral Degree (PhD),-99,80,,,,AutoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,73.89.252.117,100,275,TRUE,10/21/25 13:18,R_6MoLxD3lpmwA8gy,,,,,42.1224,-72.5116,anonymous,EN,I agree,66e0813b79955faf3b6017c3,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,50,100,0,100,It's a safe assumption that the human assumes full liability when they purchase the car.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,50,High School or Equivalent,-99,52,,,,CoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,76.175.151.230,100,233,TRUE,10/21/25 13:18,R_5B34fVa3lr1wf5o,,,,,33.6647,-117.1743,anonymous,EN,I agree,66106de7b3f2dbb98745308c,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,60,100,60,100,The human is operating the car and is the last resort if the machinery fails. The human driver is more liable.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,Asian,-99,33,College Graduate (4 year),-99,60,,,,AutoDrive
10/21/25 13:12,10/21/25 13:18,IP Address,172.59.201.184,100,347,TRUE,10/21/25 13:18,R_3dmYY9oRg786Tfz,,,,,33.4342,-111.8454,anonymous,EN,I agree,66aa5c3f0d9d6bcf931c3533,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",5,10,90,5,90,The human driver is at fault because they were supposed to be monitoring the vehicle at all times. They should ensure all actions are expected and performed without issue. The car cannot be trusted. ,The ${e://Field/label} system was 'switched off' at the time of the accident,Male,-99,White or European,-99,33,Some College,-99,60,,,,AutoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,24.98.41.110,100,311,TRUE,10/21/25 13:18,R_5rDHLffuD6bXJx7,,,,,33.839,-83.9007,anonymous,EN,I agree,5815767b0643a600016f0e72,Paul,Neither Agree nor Disagree,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,6,90,8,91,The human is more responsible because the human should be paying attention at all times even with the Aeon co-driver.,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,54,Some College,-99,27,,,,CoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,204.111.249.47,100,323,TRUE,10/21/25 13:18,R_6GJFVpKyyjejhAq,,,,,38.2812,-80.8526,anonymous,EN,I agree,675a5ad39c319c39e7753011,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",4,100,80,100,80,"I think they are both at fault, but I would lean more toward the company because it seems like a simple problem it could've avoided if the tech worked as intended.",The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,38,High School or Equivalent,-99,75,,,,AutoDrive
10/21/25 13:13,10/21/25 13:18,IP Address,72.238.237.254,100,338,TRUE,10/21/25 13:18,R_5IRuaZhcqFOI5R0,,,,,28.5815,-81.485,anonymous,EN,I agree,673188f2decdb1f3f5c5a913,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",2,60,60,60,65,I think they are both liable but the human driver is more,The ${e://Field/label} system was 'switched on' at the time of the accident,Female,-99,White or European,-99,36,College Graduate (4 year),-99,63,,,,CoDrive
10/21/25 13:16,10/21/25 13:18,IP Address,24.183.82.158,100,156,TRUE,10/21/25 13:18,R_7327dOuSFqCKEKZ,,,,,45.5466,-94.2261,anonymous,EN,I agree,63268ad93b6ecc1acf782a21,Paul,Neither Agree nor Disagree,Different types of vehicles based on how many driving tasks are controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",3,70,30,70,30,The company is more liable because they designed the product. ,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,31,Some College,-99,60,,,,CoDrive
10/21/25 13:14,10/21/25 13:18,IP Address,67.173.12.26,100,279,TRUE,10/21/25 13:18,R_6lt6qmKtovFa3Ui,,,,,41.8783,-87.6907,anonymous,EN,I agree,5e34325430e5263f0bebb32d,Paul,Neither Agree nor Disagree,The number of typical daily tasks controlled by humans vs. machines,"HUMAN, HUMAN, HUMAN, HUMAN",6,100,100,100,100,I believe they are all equally liable.,The ${e://Field/label} system was 'switched on' at the time of the accident,Male,-99,White or European,-99,70,Some College,-99,75,,,,AutoDrive
