StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID,FL_12_DO,av_frame1_acc_DO,av_frame2_acc_DO
3/6/23 8:37,3/6/23 8:42,0,73.74.130.145,100,247,1,3/6/23 8:42,R_21Ag8d0tl6BicwE,,,,,42.0307,-87.8107,anonymous,EN,1,610462fe9130a29881eeb085,2,2,2,4,4,80,70,80,70,"I think the human and company are both evenly at fault for the accident. I believe if Aeon didn't create a vehicle that could foresee this kind of scenario, they should never have put it in the market in the first place. Likewise, the human should never have purchased the vehicle if it couldn't handle this kind of scenario. ",4,,,,,,,,2,,2,,35,4,,1,30,610462fe9130a29881eeb085,FL_35,frame1_info3|liable_human1|resp_human1|liable_firm1|resp_software1|liab_text1,
3/6/23 8:37,3/6/23 8:42,0,68.161.163.32,100,297,1,3/6/23 8:42,R_1DYBXuE7cO9Al7P,,,,,40.5948,-73.9715,anonymous,EN,1,558fff05fdf99b3f7aada357,2,2,2,4,3,25,75,0,100,"I guess it ultimately depends on how Aeon markets their ""autopilot"" system. If they erroneously market it as completely self-driving and not requiring human inputs, they COULD be liable for damages because they misled their customers. That said, because a human driver is still at the wheel and capable of making adjustments, liability seems to fall squarely on the human in the car for causing the accident because they did not intervene when they had the ability to",2,,,,,,,,1,,2,,36,4,,1,60,558fff05fdf99b3f7aada357,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,
3/6/23 8:37,3/6/23 8:42,0,172.58.123.109,100,273,1,3/6/23 8:42,R_3eqb8aK34PUuT9u,,,,,42.3663,-82.9987,anonymous,EN,1,5d66a88b5aa9f600197ce9cc,2,1,2,4,1,0,100,100,100,considering fsd is a proven scam that will not ever work in its current form,2,,,,,,,,1,,3,,67,3,,2,88,5d66a88b5aa9f600197ce9cc,FL_35,frame1_info3|resp_human1|resp_software1|liable_firm1|liable_human1|liab_text1,
3/6/23 8:36,3/6/23 8:42,0,66.169.184.219,100,323,1,3/6/23 8:42,R_2YzGWfsC6UsXeke,,,,,32.8404,-97.2285,anonymous,EN,1,62d2aee15e1dc6709bdcace0,2,2,2,4,,,,,,,,3,0,100,0,100,The human should be watching the road all time. The copilot is an assistant not liable for anything.,1,2,,3,,54,3,,1,1,62d2aee15e1dc6709bdcace0,FL_36,,frame2_info3|resp_human2|resp_software2|liab_human2|liab_firm2|liab_text2
3/6/23 8:36,3/6/23 8:42,0,174.233.79.13,100,342,1,3/6/23 8:42,R_3TO9pSG6fKywbdf,,,,,38.8865,-77.0911,anonymous,EN,1,5d69ce82b669b400152c8309,2,2,2,4,6,90,75,100,75,I think that Aeon is more liable for the accident because they were the trusted party that was piloting the vehicle in my opinion.,2,,,,,,,,1,,3,,38,5,,1,60,5d69ce82b669b400152c8309,FL_35,frame1_info3|resp_software1|liable_human1|resp_human1|liable_firm1|liab_text1,
3/6/23 8:36,3/6/23 8:42,0,97.118.223.247,100,380,1,3/6/23 8:42,R_vGrCDLy0ajz9Mjv,,,,,39.7593,-104.9651,anonymous,EN,1,5ea96c3da01cad04cfea50b6,2,2,2,4,,,,,,,,4,51,80,51,90,"I think the fact that the person looked down at his phone makes him liable. no matter how smart a system, you should not be texting while driving. to me it's like, would i like the pilot to be completely distracted on his phone, or do I want him paying attention because mistakes could be made?- the same thought goes to me for driving.",4,3,,7,,30,4,,1,0,5ea96c3da01cad04cfea50b6,FL_36,,frame2_info3|resp_human2|liab_firm2|liab_human2|resp_software2|liab_text2
3/6/23 8:35,3/6/23 8:42,0,76.151.140.170,100,407,1,3/6/23 8:42,R_1Gy9UCfms8PE53X,,,,,39.3516,-76.629,anonymous,EN,1,5fc427705af10c81d39a5d2c,2,2,2,4,,,,,,,,2,0,100,0,100,The human's distractibility started the chain of events that resulted in the accident. Therefore Copilot is not responsible. And I would imagine that Copilot would require signature at the time of purchase exempting them from liability. ,2,1,,3,,40,6,,1,15,5fc427705af10c81d39a5d2c,FL_36,,frame2_info3|liab_human2|resp_human2|resp_software2|liab_firm2|liab_text2
3/6/23 8:38,3/6/23 8:42,0,24.246.118.194,100,267,1,3/6/23 8:42,R_12lK0MUcmrg5PpD,,,,,40.6793,-74.5574,anonymous,EN,1,63ed028709334396d5fe8a59,2,1,2,4,5,10,95,5,90,"The human driver is more liable. There will always be some form of machine error, and this is an example of it. It is not possible for humans to 100% rely on machines. ",3,,,,,,,,1,,3,,18,1,,1,60,63ed028709334396d5fe8a59,FL_35,frame1_info3|liable_human1|resp_software1|liable_firm1|resp_human1|liab_text1,
3/6/23 8:37,3/6/23 8:42,0,24.101.0.164,100,286,1,3/6/23 8:42,R_12usjPWhIJS86eH,,,,,41.1389,-81.8629,anonymous,EN,1,5a24bcab681a240001ff42de,2,2,2,4,,,,,,,,4,83,29,86,33,The company is more liable. The men should have been able to check his phone breather he thought the car was driving him Abe expected the car to be able to do its job Which requires it to be able to detect stop signs and stop accordingly,1,2,,3,,24,1,,1,30,5a24bcab681a240001ff42de,FL_36,,frame2_info3|liab_firm2|resp_software2|liab_human2|resp_human2|liab_text2
3/6/23 8:36,3/6/23 8:42,0,174.202.231.245,100,344,1,3/6/23 8:42,R_2dnWr24SaCCh1GW,,,,,29.7646,-95.3657,anonymous,EN,1,5af709b825561e00013acd7e,2,2,3,4,5,21,92,5,92,I believe that the human is involved because even though the car was set on auto pilot I believe the human should still pay attention to all surroundings due to computer programming can only do so much.,3,,,,,,,,2,,3,,40,3,,1,20,5af709b825561e00013acd7e,FL_35,frame1_info3|resp_software1|resp_human1|liable_human1|liable_firm1|liab_text1,
3/6/23 8:35,3/6/23 8:42,0,24.23.9.13,100,449,1,3/6/23 8:42,R_2waaRt3ZJ78v33C,,,,,36.8272,-119.6805,anonymous,EN,1,5ed68cac121a540dfb82f4ea,2,2,2,4,,,,,,,,5,0,100,30,100,"The human is more liable for the accident. Ultimately, the driver is the one who is responsible for the car and its actions, not the company. Unless the company has stated that the car can handle all of the driving and the human has no control over the car, then at that point, Aeon is responsible, otherwise, it 100% on the driver. ",4,1,,4,,36,3,,1,40,5ed68cac121a540dfb82f4ea,FL_36,,frame2_info3|resp_software2|liab_firm2|liab_human2|resp_human2|liab_text2
3/6/23 8:36,3/6/23 8:42,0,172.58.248.16,100,351,1,3/6/23 8:42,R_1IhfEYn2mde9her,,,,,35.2296,-80.843,anonymous,EN,1,60b63b1f1d8a6fc4d72d5328,2,2,2,4,,,,,,,,4,5,95,5,100,The human driver shouldn't completely rely on automation to control the car.,4,2,,3,,56,1,,1,15,60b63b1f1d8a6fc4d72d5328,FL_36,,frame2_info3|resp_software2|resp_human2|liab_human2|liab_firm2|liab_text2
3/6/23 8:35,3/6/23 8:42,0,76.168.151.140,100,418,1,3/6/23 8:42,R_1f13aPbHX6UtV4C,,,,,34.0544,-118.2441,anonymous,EN,1,5b2a3d8ba884a20001e3c807,2,2,2,4,,,,,,,,2,0,100,0,100,The car is programmed to operate under the assumption that the driver will be paying attention to the road and not focusing on distractions like text messages.,4,1,,1,,59,2,,2,1,5b2a3d8ba884a20001e3c807,FL_36,,frame2_info3|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2
3/6/23 8:37,3/6/23 8:42,0,209.160.224.138,100,305,1,3/6/23 8:42,R_2xLvWYYRMxYvt2b,,,,,41.8797,-87.6435,anonymous,EN,1,63e51b83cec3034ecad4fe53,2,2,2,4,5,23,91,60,89,While AV is nice in a car ultimately the driver is the human being in charge of the car and should be liable for any and all accidents. ,3,,,,,,,,1,,3,,27,4,,1,75,63e51b83cec3034ecad4fe53,FL_35,frame1_info3|resp_software1|liable_human1|liable_firm1|resp_human1|liab_text1,
3/6/23 8:36,3/6/23 8:42,0,35.151.175.147,100,393,1,3/6/23 8:42,R_3rTZiBupywEwL4E,,,,,32.4691,-86.4784,anonymous,EN,1,5fb3ffbf33fbda000a95d69d,2,1,2,4,,,,,,,,4,75,40,75,40,I think Aeon is more liable for the accident. The customer (driver) spent more money to get an AEON mobile to help protect themselves in situations as such.,4,2,,3,,28,3,,1,90,5fb3ffbf33fbda000a95d69d,FL_36,,frame2_info3|liab_firm2|resp_software2|resp_human2|liab_human2|liab_text2
3/6/23 8:36,3/6/23 8:42,0,76.200.76.37,100,370,1,3/6/23 8:42,R_b3DNR7jLWmskrrH,,,,,26.0671,-80.2768,anonymous,EN,1,637e384ecec03b1103500c04,2,2,2,4,,,,,,,,2,80,80,92,92,"It's hard, obviously the human driver should be made liable to some degree - but then they should be compensated by the company to some degree because that is a very obvious and simple maneuver the system should be able to deal with. It's one thing for a machine to screw up a whack driving edge-case and for it to be the human's fault for not monitoring the situation, but it's a freaking stop sign. The copilot system sucks if it just blazes past it.",1,1,,3,,29,4,,1,40,637e384ecec03b1103500c04,FL_36,,frame2_info3|resp_human2|resp_software2|liab_human2|liab_firm2|liab_text2
3/6/23 8:37,3/6/23 8:43,0,73.8.66.34,100,338,1,3/6/23 8:43,R_2YthYDTkKZz6l9Y,,,,,41.8783,-87.6907,anonymous,EN,1,5c4d1a6c9ce35100019dbc88,2,2,2,4,3,60,60,60,60,"I think both are liable and should pay damages. I don't view this as splitting blame between two parties, I think both parties are in the wrong here in equal measure.",2,,,,,,,,1,,3,,35,4,,1,32,5c4d1a6c9ce35100019dbc88,FL_35,frame1_info3|resp_software1|liable_human1|resp_human1|liable_firm1|liab_text1,
3/6/23 8:36,3/6/23 8:43,0,170.205.179.12,100,418,1,3/6/23 8:43,R_269CkzLGR6d8U21,,,,,32.4011,-83.3202,anonymous,EN,1,6361a8a745dd1d5d6f192d36,2,2,2,4,4,44,61,51,89,"The human is much more liable for accident because when we are faced with immediate fear, we stumble and get frustrated immediately which leads to accident ",4,,,,,,,,1,,1,,39,5,,1,79,6361a8a745dd1d5d6f192d36,FL_35,frame1_info3|liable_human1|resp_human1|liable_firm1|resp_software1|liab_text1,
3/6/23 8:35,3/6/23 8:43,0,216.36.26.54,100,466,1,3/6/23 8:43,R_1PXVxOuBDIXI6ma,,,,,38.2573,-76.4498,anonymous,EN,1,63dcbb18395960c5560fadb8,2,2,2,4,,,,,,,,2,75,75,100,100,"I think they are both responsible for the accident. If it is a copilot program, they both should be paying attention to the road.",1,1,,3,,34,1,,2,20,63dcbb18395960c5560fadb8,FL_36,,frame2_info3|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2
3/6/23 8:37,3/6/23 8:43,0,71.219.196.62,100,364,1,3/6/23 8:43,R_Qa0NSHWbFIHennj,,,,,36.9858,-79.8828,anonymous,EN,1,57c640dc0360fe0001ca1b1a,2,2,2,4,,,,,,,,6,100,100,100,100,I think they are both equally liable if they were both tasked with obeying road signage. ,1,2,,3,,51,3,,1,60,57c640dc0360fe0001ca1b1a,FL_36,,frame2_info3|liab_human2|resp_human2|liab_firm2|resp_software2|liab_text2
3/6/23 8:37,3/6/23 8:43,0,97.124.249.107,100,371,1,3/6/23 8:43,R_2qCaKjHHmIyA6B8,,,,,33.4656,-111.9956,anonymous,EN,1,5e121701dc79bd8a1a22ca99,2,2,2,4,6,100,0,100,8,"The human was being driven by an auto pilot. The human is not responsible for the accident Aeon, the company is for their technology in the car malfunctioned.",2,,,,,,,,2,,3,,52,2,,1,80,5e121701dc79bd8a1a22ca99,FL_35,frame1_info3|liable_human1|resp_software1|liable_firm1|resp_human1|liab_text1,
3/6/23 8:35,3/6/23 8:43,0,198.57.90.184,100,496,1,3/6/23 8:43,R_3iR86ukQ7rpcLPh,,,,,35.2527,-85.163,anonymous,EN,1,62cca376ba1d7ea6a18d1d6c,2,2,2,4,,,,,,,,5,90,90,100,100,"So the text reads ""A man is being driven home by..."" meaning the man isn't doing the driving. I think they're equally liable, the man for using a self driving product that isn't ready yet and the company for selling it.",1,1,,3,,35,1,,2,70,62cca376ba1d7ea6a18d1d6c,FL_36,,frame2_info3|liab_human2|resp_human2|resp_software2|liab_firm2|liab_text2
3/6/23 8:36,3/6/23 8:43,0,98.18.136.44,100,433,1,3/6/23 8:43,R_sLvKY49kTulXxmN,,,,,32.8118,-83.565,anonymous,EN,1,5d51be438f170e0015abeff0,2,2,1,4,,,,,,,,6,20,80,80,80,"I think both are to blame, but the human should be held to a higher standard, because they're the ones with the brains and common sense. The company must be held responsible too, because they're humans too. Aeon is a machine with no common sense and I'd expect it to fail.",1,2,,3,,42,3,,1,10,5d51be438f170e0015abeff0,FL_36,,frame2_info3|liab_human2|resp_software2|liab_firm2|resp_human2|liab_text2
3/6/23 8:36,3/6/23 8:43,0,172.58.27.29,100,401,1,3/6/23 8:43,R_24dTcWd4RLbN48D,,,,,34.0544,-118.244,anonymous,EN,1,60ba36a23cc2c56419ae0f1e,2,2,1,4,,,,,,,,5,51,57,63,39,"I think both are liable for the accident, it should have been the responsibility of both. But at the end of the day the human has more power and control so it should have taken action immediately. ",2,2,,4,,34,4,,1,46,60ba36a23cc2c56419ae0f1e,FL_36,,frame2_info3|liab_firm2|liab_human2|resp_software2|resp_human2|liab_text2
3/6/23 8:40,3/6/23 8:43,0,68.32.79.179,100,161,1,3/6/23 8:43,R_2QLZNfbHVEMyT3e,,,,,42.2807,-83.7801,anonymous,EN,1,63f77c99aeb55cf2e2f55d09,2,2,2,4,4,81,61,82,51,"If he was using Aeon autopilot, and it said the system didn't notice the stop sign, it sounds like it should have.",2,,,,,,,,2,,3,,36,4,,1,40,63f77c99aeb55cf2e2f55d09,FL_35,frame1_info3|resp_software1|liable_firm1|resp_human1|liable_human1|liab_text1,
3/6/23 8:35,3/6/23 8:43,0,99.99.17.152,100,465,1,3/6/23 8:43,R_r3zoTacBfTBXii5,,,,,28.0318,-80.5958,anonymous,EN,1,5d02ba68604711000157c04e,2,2,2,4,,,,,,,,6,50,50,50,50,there wasn't enough information given about this companies product to know how responsible the company is or not.  there was no information as to what the COPILOT does or doesn't do. ,4,1,,3,,58,3,,1,40,5d02ba68604711000157c04e,FL_36,,frame2_info3|liab_firm2|liab_human2|resp_software2|resp_human2|liab_text2
3/6/23 8:34,3/6/23 8:43,0,166.151.231.193,100,521,1,3/6/23 8:43,R_28PcDZYFy3DCwWG,,,,,38.6397,-75.6047,anonymous,EN,1,6361ad38e1417ab3691c97ff,2,1,1,4,,,,,,,,3,63,73,77,63,"BECAUSE THE HUMAN IN THE CAR HAS CONTROL OVER THE VEHICLE
BECAUSE AEON IS THE OWNER OF THE VEHICLE",4,2,,4,,27,4,,1,51,6361ad38e1417ab3691c97ff,FL_36,,frame2_info3|resp_human2|liab_firm2|liab_human2|resp_software2|liab_text2
3/6/23 8:36,3/6/23 8:43,0,212.102.60.16,100,422,1,3/6/23 8:43,R_2CxEBCIx7vJLRzk,,,,,25.7689,-80.1946,anonymous,EN,1,60e269b58d238fbba93aed38,2,2,2,4,,,,,,,,4,38,62,40,60,for not being more specific in what people provided as such.,4,1,,3,,19,3,,1,30,60e269b58d238fbba93aed38,FL_36,,frame2_info3|resp_human2|liab_firm2|resp_software2|liab_human2|liab_text2
3/6/23 8:36,3/6/23 8:43,0,174.192.128.180,100,427,1,3/6/23 8:43,R_2zHqbiBuH6ethHX,,,,,42.0487,-87.8905,anonymous,EN,1,6007b5de4508d81c9a2a0433,2,2,2,4,5,75,59,26,18,"I honestly don't know.. it depends on the disclaimers for this program, as to who would be liable.. but I want to say that a human should never rely on a computer to drive their car.. if they use it, then they should still be paying attention, but then what is the point of auto pilot. So the company would be more at fault ",2,,,,,,,,2,,3,,41,4,,1,38,6007b5de4508d81c9a2a0433,FL_35,frame1_info3|liable_human1|resp_human1|resp_software1|liable_firm1|liab_text1,
3/6/23 8:34,3/6/23 8:43,0,72.189.84.244,100,535,1,3/6/23 8:43,R_8uGILVyTOaWQeat,,,,,28.6225,-81.4317,anonymous,EN,1,5c3052ff867f660001b03b23,2,2,2,4,,,,,,,,2,40,70,60,60,"I think in a system labeled ""co-pilot"" the human still needs to be aware of the road and their surroundings, although I think the company does bear some responsibility, the majority should rest on the driver.",1,1,,4,,35,1,,2,60,5c3052ff867f660001b03b23,FL_36,,frame2_info3|liab_human2|resp_software2|liab_firm2|resp_human2|liab_text2
3/6/23 8:37,3/6/23 8:44,0,98.118.179.230,100,370,1,3/6/23 8:44,R_3Jt8vL1N2vUKTvO,,,,,42.7368,-78.8358,anonymous,EN,1,62f18c2d37a5f255f351b61d,2,1,2,4,5,75,51,71,45,"If the company's thing is ""Autopilot"" and it failed. I'd say that's on the company.
Being that I've never been in a car like that, I'd always have my eyes on the road though. ",4,,,,,,,,1,,3,,48,1,,1,31,62f18c2d37a5f255f351b61d,FL_35,frame1_info3|liable_firm1|resp_software1|liable_human1|resp_human1|liab_text1,
3/6/23 8:37,3/6/23 8:44,0,198.14.220.227,100,386,1,3/6/23 8:44,R_VX68qUdZTGVVzSp,,,,,40.7313,-92.8777,anonymous,EN,1,5c9ebf067114700016da2813,2,2,2,4,,,,,,,,2,40,70,44,65,The human should still be paying attention.,2,1,,4,,31,3,,2,30,5c9ebf067114700016da2813,FL_36,,frame2_info3|liab_firm2|resp_human2|resp_software2|liab_human2|liab_text2
3/6/23 8:37,3/6/23 8:44,0,75.209.15.218,100,402,1,3/6/23 8:44,R_1gjuwRK7p4g4pYn,,,,,41.4453,-81.6991,anonymous,EN,1,5cab4ce7fc216d0016162830,2,2,2,4,6,90,10,90,10,"If this were a typical human-driven car, the human driver would be at fault for the accident. However, this car is being driven by the AI so its creators should be held liable for this as they failed to create an AI that can detect driving signs.",2,,,,,,,,2,,1,,36,5,,1,20,5cab4ce7fc216d0016162830,FL_35,frame1_info3|liable_human1|resp_human1|resp_software1|liable_firm1|liab_text1,
3/6/23 8:38,3/6/23 8:44,0,73.202.123.171,100,356,1,3/6/23 8:44,R_3JpZPSNE6Ffrj1V,,,,,38.4561,-122.6401,anonymous,EN,1,5be8dab5d153f500019ab320,2,2,2,4,5,70,50,70,50,I don’t know the specific liability law with regard to autonomous vehicles. I think that the human driver and autonomous vehicle would share liability.,2,,,,,,,,1,,3,,48,3,,1,20,5be8dab5d153f500019ab320,FL_35,frame1_info3|liable_firm1|resp_software1|liable_human1|resp_human1|liab_text1,
3/6/23 8:38,3/6/23 8:44,0,24.96.67.199,100,375,1,3/6/23 8:44,R_yJbEhB7ms0rFhsd,,,,,27.947,-82.7943,anonymous,EN,1,546f8a9cfdf99b4a593414ea,2,2,2,4,4,5,96,0,95,The human should have been aware of the surroundings and stopped the car.,2,,,,,,,,1,,3,,53,4,,1,40,546f8a9cfdf99b4a593414ea,FL_35,frame1_info3|liable_human1|resp_software1|liable_firm1|resp_human1|liab_text1,
3/6/23 8:39,3/6/23 8:44,0,47.186.215.180,100,311,1,3/6/23 8:44,R_3R1otzddBOIRheJ,,,,,33.238,-97.1134,anonymous,EN,1,5d4279186a751d001945863d,2,2,2,4,,,,,,,,4,60,100,100,100,"I think the human driver is more liable for the accident because a copilot car doesn't give you an excuse to do other tasks while driving. If you're in the driver's seat, you need to pay attention at all times.",4,2,,3,,25,5,,1,75,5d4279186a751d001945863d,FL_36,,frame2_info3|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2
3/6/23 8:35,3/6/23 8:44,0,35.143.214.89,100,534,1,3/6/23 8:44,R_1mjSItUDJHDudOA,,,,,27.9032,-82.2911,anonymous,EN,1,5a218f0be473b80001baa9d9,2,2,2,4,5,55,80,20,80,"I believe that the human, who is the owner and operator of the vehicle, should not rely on a vehicle's onboard autopilot to maintain awareness of their surroundings, no matter how advanced the A.I. is.",2,,,,,,,,1,,3,,24,1,,1,39,5a218f0be473b80001baa9d9,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,
3/6/23 8:37,3/6/23 8:44,0,66.31.55.75,100,427,1,3/6/23 8:44,R_3qwFtwaBHwET4Ls,,,,,42.4178,-71.1134,anonymous,EN,1,5960d781d9f24a0001b3aa21,2,1,2,4,,,,,,,,4,0,100,50,100,Well not sure if he activate the copilot part of the car before he looked down. Either way he should always be alert regardless of the car type.,1,2,,3,,40,4,,1,0,5960d781d9f24a0001b3aa21,FL_36,,frame2_info3|resp_software2|liab_human2|liab_firm2|resp_human2|liab_text2
3/6/23 8:37,3/6/23 8:45,0,71.200.174.173,100,457,1,3/6/23 8:45,R_3HiFR7BkWDuM9zO,,,,,39.0225,-75.5925,anonymous,EN,1,5b9ec956c8a17f000171f7ad,2,2,2,4,,,,,,,,3,10,80,16,81,"It is irresponsible for the human driver to look at his texts while driving. It is common for machines to experience errors, so the company is less to blame. The human should still be on the lookout for stop signs. ",1,1,,3,,36,4,,1,10,5b9ec956c8a17f000171f7ad,FL_36,,frame2_info3|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2
3/6/23 8:37,3/6/23 8:45,0,73.49.67.90,100,426,1,3/6/23 8:45,R_24nDUHz3SJ92c5L,,,,,26.1374,-80.1684,anonymous,EN,1,63311144c7ce926aed20eb3a,2,2,2,4,,,,,,,,4,39,70,46,66,I think that the human was relying on the computer to be watching out for driving conditions but that ultimately the human needed to be paying attention to the road.,1,1,,3,,44,4,,1,24,63311144c7ce926aed20eb3a,FL_36,,frame2_info3|resp_software2|resp_human2|liab_firm2|liab_human2|liab_text2
3/6/23 8:35,3/6/23 8:45,0,168.184.83.216,100,610,1,3/6/23 8:45,R_24OGkQjUCT3ujJ0,,,,,28.5588,-81.3495,anonymous,EN,1,63f2b5b7bbcd291b46ead17c,2,2,2,4,5,79,61,62,72,I believe it is the human driver who is more at fault as you are supposed to be driving with both hands on the wheels at all times even if your car has any assistance because the car isn't able to look at the surroundings and or have further knowledge on the road.,4,,,,,,,,2,,1,,18,1,,2,61,63f2b5b7bbcd291b46ead17c,FL_35,frame1_info3|liable_human1|resp_human1|liable_firm1|resp_software1|liab_text1,
3/6/23 8:35,3/6/23 8:45,0,172.56.51.181,100,588,1,3/6/23 8:45,R_3PUllmCRpMFM3pM,,,,,29.7646,-95.3657,anonymous,EN,1,5e532bad158f1d33b3473072,2,1,2,4,,,,,,,,5,50,50,50,50,I believe they are both equally responsible.  The company is responsible because they say their product does one thing so if it fails then their product is false and should be liable for it not doing what it says it does. The driver is responsible because thus is their vehicle that they purchased and they are responsible for their actions. ,1,2,,3,,46,3,,1,74,5e532bad158f1d33b3473072,FL_36,,frame2_info3|liab_firm2|liab_human2|resp_software2|resp_human2|liab_text2
3/6/23 8:36,3/6/23 8:46,0,128.230.194.233,100,592,1,3/6/23 8:46,R_3WM1kPuMD63kkUh,,,,,43.0391,-76.1277,anonymous,EN,1,5f4cebb49e8425917cd05635,2,2,2,4,,,,,,,,3,32,59,73,65,I think that the driver is a bit more responsible than the company since they're mostly in control.,1,1,,3,,18,1,,1,81,5f4cebb49e8425917cd05635,FL_36,,frame2_info3|resp_software2|resp_human2|liab_human2|liab_firm2|liab_text2
3/6/23 8:37,3/6/23 8:46,0,65.26.84.228,100,558,1,3/6/23 8:46,R_3JaRzyqrGFGn5Si,,,,,38.8121,-94.534,anonymous,EN,1,5e9f657265908b0fcacb1839,2,1,2,3,4,88,80,96,65,"The company is liable because their actions, the person becuase they let the self-driven care",4,,,,,,,,2,,3,,40,3,,1,8,5e9f657265908b0fcacb1839,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,
3/6/23 8:38,3/6/23 8:46,0,206.74.42.8,100,529,1,3/6/23 8:46,R_3fIh9S27GjowpU6,,,,,34.8493,-82.4041,anonymous,EN,1,5f36b244518ae20b4628a3fe,2,2,2,4,,,,,,,,2,80,20,80,20,"If the copilot system is handling the driving and the environment monitoring (as implied by the scenario wherein the man is ""being driven home"" by the system), it should be programmed to see and stop for stop signs. Any error on it's part is the responsibility of the company.",1,4,Genderqueer,3,,29,4,,1,10,5f36b244518ae20b4628a3fe,FL_36,,frame2_info3|resp_human2|liab_human2|liab_firm2|resp_software2|liab_text2
3/6/23 8:37,3/6/23 8:47,0,70.172.231.101,100,584,1,3/6/23 8:47,R_1mkJLyyT3kTFVH5,,,,,30.4042,-91.1431,anonymous,EN,1,5fc3e1e8704ddd41e549c4b8,2,2,2,4,3,90,80,95,80,"The company is more liable for the accident, if the car is meant to be reliable in auto-pilot, then the accident should have not happened.",3,,,,,,,,2,,1,,57,2,,1,20,5fc3e1e8704ddd41e549c4b8,FL_35,frame1_info3|resp_human1|liable_human1|resp_software1|liable_firm1|liab_text1,
3/6/23 8:41,3/6/23 8:48,0,173.185.66.206,100,406,1,3/6/23 8:48,R_1jlxgWYmHAtMXbl,,,,,33.4085,-94.1819,anonymous,EN,1,6034badeb512f97ce3682dc7,2,2,2,4,5,90,40,90,40,"The driver should've been monitoring things, but the system should be able to do something as basic as see and respond to a stop sign. And I think the car given all it's advanced features is also very responsible for the driver's complacency.",4,,,,,,,,1,,3,,47,3,,1,10,6034badeb512f97ce3682dc7,FL_35,frame1_info3|liable_firm1|resp_software1|resp_human1|liable_human1|liab_text1,
3/6/23 8:42,3/6/23 8:48,0,72.188.33.63,100,382,1,3/6/23 8:48,R_2dLXe3LPeeFzV1v,,,,,28.5531,-81.7597,anonymous,EN,1,5c2789fc1694480001e4c4e3,2,2,2,4,,,,,,,,2,86,69,49,82,i think its mostly the human's fault.  i dont think you can put too much blame on the car or the company.,1,1,,3,,39,3,,1,14,5c2789fc1694480001e4c4e3,FL_36,,frame2_info3|resp_software2|resp_human2|liab_human2|liab_firm2|liab_text2
3/6/23 8:37,3/6/23 8:49,0,158.222.131.224,100,736,1,3/6/23 8:49,R_3edXmMISxthWj2o,,,,,40.7123,-74.0068,anonymous,EN,1,5ead45a386fbbe3c8eebe510,2,2,2,1,5,77,38,78,41,The company is because the autopilot system is what should allow the man to kick and relax and its shocking how the A.I cant detect or warn that to the man.,2,,,,,,,,1,,4,,26,4,,1,20,5ead45a386fbbe3c8eebe510,FL_35,frame1_info3|liable_firm1|resp_software1|liable_human1|resp_human1|liab_text1,
3/6/23 8:37,3/6/23 8:50,0,98.227.255.112,100,800,1,3/6/23 8:50,R_1gbUw8HvnNlSpbz,,,,,41.5883,-87.4593,anonymous,EN,1,5f6056e9a41e0d14d4c19f4c,2,2,2,4,4,50,70,20,70,"In this case, Aeon is partly responsible for the accident, as this company created the self-driving car and was responsible for its software but in turn the person driving the car could have somehow prevented the accident but failed to do so which also makes it liable.",4,,,,,,,,1,,3,,36,4,,1,80,5f6056e9a41e0d14d4c19f4c,FL_35,frame1_info3|liable_human1|resp_human1|liable_firm1|resp_software1|liab_text1,
3/6/23 8:36,3/6/23 8:50,0,98.13.71.223,100,863,1,3/6/23 8:50,R_2VmRzncfWWEleVh,,,,,43.8128,-70.4852,anonymous,EN,1,62e02dd0f627ebffb011a0f6,2,2,2,4,4,70,60,90,50,The whole point of an autopilot system would be to prevent human error from happening. I do feel as though the company did not live up to consumer expectation in this scenario and therefore Aeon should be liable. ,4,,,,,,,,2,,3,,37,4,,1,6,62e02dd0f627ebffb011a0f6,FL_35,frame1_info3|resp_software1|resp_human1|liable_human1|liable_firm1|liab_text1,
