StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,automation_1,software_resp_1,software_liable_1,human_resp_1,human_liable_1,comp_1,comp_2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,Tax Auto-Prepare-Tax Co-Prepare
2024-08-28 08:10:47,2024-08-28 08:16:45,0,76.202.226.27,100,358,1,2024-08-28 08:16:45,R_6jQ7NP5AnIEQBNx,,,,,33.7838,-84.4455,anonymous,EN,1,62e55138d721a70c399a57ff,2,5,70,81,70,29,20,2,4,1,,1,,24,3,,40,,,,Tax Co-Prepare
2024-08-28 08:15:02,2024-08-28 08:16:56,0,173.25.16.174,100,114,1,2024-08-28 08:16:57,R_3CEvbsVzRJhRBsy,,,,,41.7136,-93.6221,anonymous,EN,1,5b997f71eee17800012d747a,2,5,81,94,90,40,40,2,4,4,Nonbinary,3,,33,6,,25,,,,Tax Co-Prepare
2024-08-28 08:15:12,2024-08-28 08:17:10,0,97.184.243.199,100,118,1,2024-08-28 08:17:11,R_7HtyugFdzGBityx,,,,,39.8487,-86.3782,anonymous,EN,1,5911ef4adcc7b30001eed81b,2,5,81,0,0,100,100,2,4,1,,3,,32,4,,80,,,,Tax Auto-Prepare
2024-08-28 08:15:43,2024-08-28 08:17:17,0,35.1.249.179,100,93,1,2024-08-28 08:17:17,R_3VkdHQYRrtH1Fqg,,,,,42.2709,-83.7268,anonymous,EN,1,60ca1b9201fcd80c6647a431,2,5,100,78,76,41,32,2,4,2,,3,,27,4,,21,,,,Tax Auto-Prepare
2024-08-28 08:15:59,2024-08-28 08:17:31,0,98.220.215.180,100,91,1,2024-08-28 08:17:31,R_5aOXmjMF0Yo9WFh,,,,,41.9741,-87.8621,anonymous,EN,1,6110990b21f6390650f6e23e,2,5,40,97,91,50,71,2,4,2,,3,,38,5,,24,,,,Tax Auto-Prepare
2024-08-28 08:15:50,2024-08-28 08:17:32,0,50.238.156.178,100,102,1,2024-08-28 08:17:32,R_6y2VxJOU6uZsmHv,,,,,39.0462,-77.1195,anonymous,EN,1,5ded510aca37283ff8b25359,2,5,82,70,75,24,25,2,4,2,,2,,21,4,,12,,,,Tax Auto-Prepare
2024-08-28 08:15:50,2024-08-28 08:17:34,0,136.56.206.17,100,103,1,2024-08-28 08:17:34,R_5oH6VEz7VLUmCGt,,,,,35.8047,-78.8881,anonymous,EN,1,5ba9873edd59150001384069,2,5,50,90,90,27,28,2,4,1,,3,,27,4,,84,,,,Tax Co-Prepare
2024-08-28 08:15:00,2024-08-28 08:17:35,0,73.88.162.87,100,155,1,2024-08-28 08:17:36,R_6qWL8rjmTDTyxR9,,,,,36.2134,-86.7311,anonymous,EN,1,6672eca69514ef9e82e7f0b8,2,5,30,90,70,10,30,2,4,2,,3,,33,4,,80,,,,Tax Co-Prepare
2024-08-28 08:15:07,2024-08-28 08:17:37,0,67.149.67.149,100,149,1,2024-08-28 08:17:38,R_3ze7Iaam2297xn5,,,,,42.6493,-84.6507,anonymous,EN,1,5834b3f1d6ed08000154eadb,2,5,28,64,52,64,38,2,4,3,,3,,27,2,,53,,,,Tax Auto-Prepare
2024-08-28 08:15:35,2024-08-28 08:17:44,0,24.211.137.136,100,129,1,2024-08-28 08:17:45,R_7q1wSz7ObfF1qTm,,,,,35.9151,-79.0972,anonymous,EN,1,5dd0c9af2b033b185c90d5f0,2,5,50,50,40,50,60,2,4,2,,3,,49,5,,40,,,,Tax Co-Prepare
2024-08-28 08:16:37,2024-08-28 08:17:51,0,75.177.28.71,100,73,1,2024-08-28 08:17:51,R_1dcw7jI8zJTa3pT,,,,,36.0217,-79.7839,anonymous,EN,1,66327883ca4a6f78c437185a,2,5,79,28,25,88,56,2,4,2,,3,,46,1,,41,,,,Tax Co-Prepare
2024-08-28 08:14:28,2024-08-28 08:18:08,0,104.62.120.143,100,219,1,2024-08-28 08:18:08,R_62uycEFGRN2VyHD,,,,,26.2462,-80.2652,anonymous,EN,1,655e0c6c61efd0725ff03cd3,2,5,29,92,92,9,9,2,4,2,,3,,63,3,,1,,,,Tax Auto-Prepare
2024-08-28 08:17:03,2024-08-28 08:18:20,0,35.145.174.103,100,77,1,2024-08-28 08:18:21,R_5djmKq8PVQeLrCF,,,,,27.7889,-82.7192,anonymous,EN,1,663b79344dc73cb8ea763591,2,5,90,25,15,75,65,2,4,1,,3,,30,4,,85,,,,Tax Auto-Prepare
2024-08-28 08:16:35,2024-08-28 08:18:31,0,174.171.119.155,100,116,1,2024-08-28 08:18:32,R_3drSziDFSjhpHZU,,,,,29.5277,-95.4573,anonymous,EN,1,6651e427a82e242800bdfa26,2,5,70,82,80,30,30,2,4,2,,2,,30,3,,40,,,,Tax Co-Prepare
2024-08-28 08:16:34,2024-08-28 08:18:38,0,72.93.226.20,100,124,1,2024-08-28 08:18:39,R_1AWLvUbF07TP5QA,,,,,42.4188,-71.1557,anonymous,EN,1,664631fc8b6374dea500be09,2,5,40,10,9,93,92,2,4,2,,1,,28,5,,60,,,,Tax Co-Prepare
2024-08-28 08:17:24,2024-08-28 08:19:07,0,141.161.133.65,100,102,1,2024-08-28 08:19:07,R_31Q5Ht8TPBxYrT3,,,,,38.9172,-77.0709,anonymous,EN,1,664e11678c111bdd806510d8,2,5,78,82,79,43,55,2,4,2,,3,,21,3,,60,,,,Tax Co-Prepare
2024-08-28 08:13:35,2024-08-28 08:19:10,0,107.140.214.203,100,334,1,2024-08-28 08:19:10,R_6neTpObxMCrIBwJ,,,,,34.1657,-118.3409,anonymous,EN,1,58a5d58bb2a7180001f061d4,2,5,31,81,35,70,61,2,4,1,,3,,38,4,,40,,,,Tax Co-Prepare
2024-08-28 08:17:10,2024-08-28 08:19:14,0,98.41.187.184,100,124,1,2024-08-28 08:19:15,R_31v3hRTNECvpciD,,,,,37.3995,-120.6001,anonymous,EN,1,6632a45ac854ff55d9eb87e4,2,5,70,90,50,35,60,2,4,1,,4,,27,3,,52,,,,Tax Auto-Prepare
2024-08-28 08:17:06,2024-08-28 08:19:19,0,108.203.0.27,100,132,1,2024-08-28 08:19:19,R_5RgvxQAu1l9HGRA,,,,,35.9151,-79.0972,anonymous,EN,1,6633c0f23e82e1c0eccd0041,2,5,92,85,51,51,53,2,4,2,,3,,42,4,,78,,,,Tax Auto-Prepare
2024-08-28 08:17:48,2024-08-28 08:19:33,0,172.59.170.174,100,104,1,2024-08-28 08:19:34,R_5IcJUa5OMVal2Le,,,,,38.6976,-90.3604,anonymous,EN,1,5e42fc295135b5000cd20d0b,2,5,35,81,60,25,40,2,4,2,,3,,44,2,,85,,,,Tax Auto-Prepare
2024-08-28 08:15:25,2024-08-28 08:19:34,0,74.77.244.229,100,248,1,2024-08-28 08:19:35,R_1ayjZnYioMVPFRo,,,,,42.4325,-79.3329,anonymous,EN,1,558ffe16fdf99b3f7aada34d,2,5,41,100,100,60,62,2,4,2,,3,,37,3,,0,,,,Tax Co-Prepare
2024-08-28 08:18:00,2024-08-28 08:19:49,0,107.131.3.245,100,109,1,2024-08-28 08:19:50,R_6w4eNyqniLPeTkn,,,,,29.5551,-98.7442,anonymous,EN,1,6400eec38e0aa21ec536a8d4,2,5,91,81,79,71,71,2,4,2,,5,,38,5,,30,,,,Tax Co-Prepare
2024-08-28 08:17:47,2024-08-28 08:19:55,0,107.192.41.78,100,127,1,2024-08-28 08:19:56,R_6ORg0nGfHBUaCtz,,,,,42.8984,-85.7223,anonymous,EN,1,63ea4d8e84be50666e5e2bd6,2,5,90,95,95,55,55,2,4,1,,2,,31,4,,20,,,,Tax Co-Prepare
2024-08-28 08:17:58,2024-08-28 08:20:09,0,68.39.19.67,100,131,1,2024-08-28 08:20:09,R_5yrXeowjf14cGgz,,,,,39.9564,-85.9651,anonymous,EN,1,5c314de6d5fc960001d2cb93,2,5,60,0,100,10,100,2,4,2,,3,,42,2,,81,,,,Tax Co-Prepare
2024-08-28 08:18:18,2024-08-28 08:20:12,0,140.141.204.142,100,114,1,2024-08-28 08:20:13,R_5A07yHrLUpW9r2I,,,,,39.7343,-90.2291,anonymous,EN,1,5d6466d84e9aae0001598a5a,2,5,94,100,100,18,19,2,4,2,,3,,38,1,,24,,,,Tax Auto-Prepare
2024-08-28 08:18:51,2024-08-28 08:20:21,0,97.80.106.50,100,89,1,2024-08-28 08:20:21,R_8Duxd6FmjqIsu77,,,,,42.6689,-71.5965,anonymous,EN,1,662687fc152ffe3df23453e4,2,5,75,90,90,10,30,2,4,2,,3,,41,3,,70,,,,Tax Auto-Prepare
2024-08-28 08:17:13,2024-08-28 08:20:26,0,76.123.124.235,100,192,1,2024-08-28 08:20:27,R_1J4MUEND5XkppKN,,,,,30.7304,-81.5462,anonymous,EN,1,613a43648c97902f85b31182,2,5,85,50,50,85,80,2,4,2,,1,,39,5,,95,,,,Tax Auto-Prepare
2024-08-28 08:12:16,2024-08-28 08:20:38,0,38.66.246.61,100,501,1,2024-08-28 08:20:38,R_1DevHniXXbkQwqK,,,,,31.6774,-96.4929,anonymous,EN,1,63b724532ff8f6701c3fd84c,2,5,50,92,82,50,50,2,4,1,,3,,22,1,,10,,,,Tax Auto-Prepare
2024-08-28 08:18:31,2024-08-28 08:20:38,0,76.106.252.79,100,127,1,2024-08-28 08:20:39,R_6IuUZusfOTjwQdQ,,,,,30.161,-81.7311,anonymous,EN,1,6644f174ab8b0dd7d04dc3e7,2,5,60,40,40,71,80,2,4,1,,3,,26,4,,55,,,,Tax Co-Prepare
2024-08-28 08:18:18,2024-08-28 08:20:54,0,47.202.107.151,100,156,1,2024-08-28 08:20:55,R_7jZhAoSL0eMATVf,,,,,28.3637,-82.6759,anonymous,EN,1,63cbfaf6ab54f6b8d8a054d7,2,5,97,98,99,61,60,2,4,2,,3,,59,3,,33,,,,Tax Auto-Prepare
2024-08-28 08:19:17,2024-08-28 08:20:56,0,96.19.166.50,100,98,1,2024-08-28 08:20:56,R_1RaUqpYx3rowVwr,,,,,43.6019,-116.1645,anonymous,EN,1,63bce1f5fd754309a47160d8,2,5,100,66,68,39,52,2,1,2,,3,,32,3,,61,,,,Tax Co-Prepare
2024-08-28 08:18:26,2024-08-28 08:21:01,0,65.24.240.177,100,154,1,2024-08-28 08:21:01,R_7b4edBbWrP1wjxi,,,,,39.9914,-83.0034,anonymous,EN,1,5e5b489b2ced423345c3c8d2,2,5,70,81,84,30,40,2,4,2,,3,,38,3,,61,,,,Tax Auto-Prepare
2024-08-28 08:17:38,2024-08-28 08:21:22,0,131.93.206.26,100,223,1,2024-08-28 08:21:23,R_1mOtQRRRPzqf4p9,,,,,43.0334,-89.4512,anonymous,EN,1,66734cd5a99b7d4c18928ded,2,5,71,92,90,20,8,2,4,2,,3,,32,2,,41,,,,Tax Auto-Prepare
2024-08-28 08:18:54,2024-08-28 08:21:37,0,100.8.147.127,100,162,1,2024-08-28 08:21:37,R_3xzrNH049P6zDcw,,,,,40.4193,-74.179,anonymous,EN,1,5bcce104fb569300011753dd,2,5,70,100,100,19,9,2,4,1,,3,,50,3,,80,,,,Tax Co-Prepare
2024-08-28 08:19:04,2024-08-28 08:21:37,0,68.199.82.219,100,153,1,2024-08-28 08:21:37,R_79vlVdmkwi3LC06,,,,,40.2097,-74.581,anonymous,EN,1,66848b58aa0f411319bda5a6,2,5,60,60,60,55,55,2,4,1,,2,,28,4,,40,,,,Tax Co-Prepare
2024-08-28 08:20:25,2024-08-28 08:21:43,0,165.91.13.129,100,78,1,2024-08-28 08:21:44,R_136OARbUlGxvCg1,,,,,30.5478,-96.2715,anonymous,EN,1,6644cd8f8f987034d5027521,2,5,80,70,80,70,60,2,4,2,,2,,22,4,,30,,,,Tax Auto-Prepare
2024-08-28 08:19:40,2024-08-28 08:21:50,0,134.84.0.4,100,130,1,2024-08-28 08:21:51,R_5PZb2nB4lzkGYNK,,,,,44.9764,-93.224,anonymous,EN,1,629905766de57eaa15e73261,2,5,90,51,81,100,20,2,4,2,,3,,52,4,,30,,,,Tax Auto-Prepare
2024-08-28 08:18:37,2024-08-28 08:21:51,0,76.179.72.143,100,193,1,2024-08-28 08:21:51,R_1jU1GoVuYDNPZvG,,,,,43.5825,-70.3513,anonymous,EN,1,64875be76d98311f043edb55,2,5,71,63,65,57,57,2,4,2,,3,,61,4,,58,,,,Tax Co-Prepare
2024-08-28 08:18:38,2024-08-28 08:21:52,0,174.219.192.101,100,194,1,2024-08-28 08:21:52,R_5zHBT2RbaH42oGR,,,,,38.6096,-121.4443,anonymous,EN,1,60e9e639ca992b3ffc3dee53,2,5,80,81,94,9,4,2,4,1,,4,,35,4,,84,,,,Tax Auto-Prepare
2024-08-28 08:19:03,2024-08-28 08:22:03,0,73.188.132.88,100,179,1,2024-08-28 08:22:03,R_3a8KTP6LVa6L4oW,,,,,39.9082,-75.3275,anonymous,EN,1,5b9eddfed259900001106b05,2,5,61,100,100,0,0,2,4,1,,3,,39,6,,75,,,,Tax Co-Prepare
2024-08-28 08:19:34,2024-08-28 08:22:11,0,185.124.62.108,100,156,1,2024-08-28 08:22:11,R_6izirV9SjgzS2uf,,,,,38.721,-75.0752,anonymous,EN,1,66af8b16d5325f5b5d87c6bc,2,5,62,57,55,55,57,2,1,2,,3,,26,4,,61,,,,Tax Auto-Prepare
2024-08-28 08:18:29,2024-08-28 08:22:16,0,24.49.33.165,100,226,1,2024-08-28 08:22:16,R_1xjiIVf9M7Cy0HT,,,,,39.6343,-77.7337,anonymous,EN,1,5fbb4b2f8a2ddbc5095d5895,2,5,50,100,100,100,100,2,4,1,,3,,44,5,,97,,,,Tax Auto-Prepare
2024-08-28 08:20:16,2024-08-28 08:22:19,0,76.147.197.181,100,122,1,2024-08-28 08:22:19,R_6FVPaILz31fyPMB,,,,,47.6276,-122.6431,anonymous,EN,1,5fec16300479d788a935f041,2,5,71,71,71,70,63,2,4,2,,3,,25,4,,71,,,,Tax Co-Prepare
2024-08-28 08:18:39,2024-08-28 08:22:22,0,173.68.210.221,100,222,1,2024-08-28 08:22:22,R_6alhnyIiRuhAjDi,,,,,40.9943,-73.7974,anonymous,EN,1,6643ab5b0c0f7e724662e6a9,2,5,71,91,91,9,10,2,4,2,,3,,31,5,,29,,,,Tax Co-Prepare
2024-08-28 08:21:01,2024-08-28 08:22:23,0,140.254.8.174,100,81,1,2024-08-28 08:22:24,R_7sbr55T7BbDt4Tn,,,,,40.0827,-82.921,anonymous,EN,1,63cee94567f36d59c728a96a,2,5,45,51,51,70,61,2,1,2,,4,,21,1,,84,,,,Tax Auto-Prepare
2024-08-28 08:21:24,2024-08-28 08:22:28,0,74.109.38.113,100,63,1,2024-08-28 08:22:28,R_3iXTBUN80qJayQN,,,,,40.2626,-75.6151,anonymous,EN,1,5e833e342598d4053db08f1f,2,5,68,63,78,70,46,2,1,1,,3,,39,4,,66,,,,Tax Auto-Prepare
2024-08-28 08:20:12,2024-08-28 08:22:51,0,71.3.199.94,100,158,1,2024-08-28 08:22:51,R_3Nr0go6L41Lnorf,,,,,26.4696,-81.8132,anonymous,EN,1,5c69ec2a51ea580001da65ae,2,5,76,75,76,76,78,2,4,2,,3,,48,2,,39,,,,Tax Co-Prepare
2024-08-28 08:14:42,2024-08-28 08:22:53,0,100.6.47.135,100,490,1,2024-08-28 08:22:53,R_7eOm8v9oDvZKCKz,,,,,40.3437,-80.1252,anonymous,EN,1,63d7c1f187a0f50e7e150f6a,2,5,100,95,100,14,12,2,4,2,,3,,35,3,,51,,,,Tax Auto-Prepare
2024-08-28 08:20:21,2024-08-28 08:23:01,0,73.173.1.131,100,160,1,2024-08-28 08:23:02,R_6P5MWOy2tRGgWUg,,,,,39.0225,-75.5925,anonymous,EN,1,66293e55c098bfad12e26cef,2,5,70,9,20,92,82,2,4,2,,7,,43,3,,58,,,,Tax Co-Prepare
2024-08-28 08:21:08,2024-08-28 08:23:11,0,73.6.207.106,100,122,1,2024-08-28 08:23:11,R_6FJ5SMXy9tKEFc0,,,,,29.6932,-95.1558,anonymous,EN,1,659b022a91e97f5662907a19,2,5,80,82,92,41,38,2,4,2,,4,,22,2,,39,,,,Tax Co-Prepare
2024-08-28 08:19:49,2024-08-28 08:23:17,0,168.158.174.50,100,207,1,2024-08-28 08:23:17,R_7qrcbBLDN0Y8Kf9,,,,,33.4475,-112.0866,anonymous,EN,1,6482c5058949aa16f72e52ff,2,5,84,89,93,6,10,2,4,1,,3,,54,5,,63,,,,Tax Auto-Prepare
2024-08-28 08:21:47,2024-08-28 08:23:21,0,76.53.149.234,100,93,1,2024-08-28 08:23:21,R_5uYI7UiinmTxjsl,,,,,34.0903,-118.3749,anonymous,EN,1,5d9ada3705146c02f09f654a,2,5,61,66,65,55,55,2,4,1,,2,,33,7,,51,,,,Tax Co-Prepare
2024-08-28 08:20:57,2024-08-28 08:23:21,0,152.7.255.207,100,143,1,2024-08-28 08:23:21,R_8ELLxcRHkC1dWjb,,,,,35.7633,-78.71,anonymous,EN,1,609d95d022f48c31e13ecef1,2,5,35,65,65,60,60,2,4,1,,3,,24,5,,60,,,,Tax Auto-Prepare
2024-08-28 08:21:16,2024-08-28 08:23:23,0,74.137.127.37,100,127,1,2024-08-28 08:23:24,R_1ZQTrhmGuIeZbwy,,,,,39.9758,-83.12,anonymous,EN,1,5c01d3c509e9c70001500b10,2,5,66,92,90,18,22,2,4,2,,7,,34,4,,68,,,,Tax Auto-Prepare
2024-08-28 08:19:25,2024-08-28 08:23:23,0,174.193.92.202,100,237,1,2024-08-28 08:23:24,R_6Ke6PewwObUErIt,,,,,37.4,-77.4648,anonymous,EN,1,6394e32126ebbdc7b10c6748,2,5,80,60,60,90,90,2,4,1,,3,,61,4,,51,,,,Tax Auto-Prepare
2024-08-28 08:21:12,2024-08-28 08:23:27,0,173.215.101.84,100,134,1,2024-08-28 08:23:27,R_7mCsE8r2uQqkahj,,,,,41.675,-93.7016,anonymous,EN,1,5a78b8355292b800012284ca,2,5,100,100,100,1,0,2,4,2,,3,,51,3,,81,,,,Tax Co-Prepare
2024-08-28 08:19:25,2024-08-28 08:23:28,0,47.146.149.248,100,242,1,2024-08-28 08:23:28,R_3rk0M5xxo7WiOJZ,,,,,34.4179,-117.3064,anonymous,EN,1,5d4b14caed2dfc0001a22c1a,2,5,60,75,80,60,70,2,4,2,,3,,40,3,,20,,,,Tax Co-Prepare
2024-08-28 08:21:01,2024-08-28 08:23:32,0,72.89.63.9,100,150,1,2024-08-28 08:23:32,R_6qm9M55aJVP27al,,,,,40.694,-73.9901,anonymous,EN,1,66954597674618ad4e1331cb,2,5,91,100,100,0,0,2,4,1,,3,,41,4,,84,,,,Tax Auto-Prepare
2024-08-28 08:20:34,2024-08-28 08:23:35,0,96.40.11.15,100,181,1,2024-08-28 08:23:35,R_7GCVM67x8VZqolM,,,,,40.7574,-99.1408,anonymous,EN,1,5fc27b5a13285c0008cc71ab,2,5,65,50,50,75,75,2,4,2,,3,,65,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:21:56,2024-08-28 08:23:35,0,68.195.224.10,100,98,1,2024-08-28 08:23:36,R_3feh3CrPJx00QBR,,,,,40.8225,-73.2035,anonymous,EN,1,5d46daa91274770001916403,2,5,80,92,82,17,27,2,4,1,,3,,40,7,,35,,,,Tax Co-Prepare
2024-08-28 08:20:04,2024-08-28 08:23:44,0,38.95.248.198,100,219,1,2024-08-28 08:23:44,R_3cvkYfT7l2PNdpw,,,,,43.0446,-78.7829,anonymous,EN,1,657b78f894fa324a69c467b6,2,5,35,100,80,0,20,2,4,1,,3,,23,3,,80,,,,Tax Co-Prepare
2024-08-28 08:18:47,2024-08-28 08:23:49,0,73.191.30.125,100,301,1,2024-08-28 08:23:49,R_3osTZjCuTRbqA6z,,,,,38.3792,-75.6307,anonymous,EN,1,5bf008bec5260b0001d5a317,2,5,100,100,100,1,10,2,4,2,,3,,32,2,,22,,,,Tax Auto-Prepare
2024-08-28 08:22:03,2024-08-28 08:24:01,0,76.184.233.206,100,118,1,2024-08-28 08:24:02,R_6HGsPWYfLyBPjr3,,,,,33.1371,-96.7488,anonymous,EN,1,610067aed69530ad41f50884,2,5,51,84,82,17,12,2,4,2,,3,,23,5,,19,,,,Tax Co-Prepare
2024-08-28 08:22:45,2024-08-28 08:24:26,0,72.84.246.168,100,101,1,2024-08-28 08:24:27,R_3A07zPwncxMXjhs,,,,,37.6653,-77.5364,anonymous,EN,1,5f749eaaf23f00073eeeec9d,2,5,78,79,72,62,70,2,4,2,,3,,37,4,,57,,,,Tax Auto-Prepare
2024-08-28 08:21:37,2024-08-28 08:24:28,0,100.0.89.42,100,171,1,2024-08-28 08:24:29,R_1EotgwVqfsnip6L,,,,,42.5811,-71.4387,anonymous,EN,1,664f956a5686314cf642845c,2,5,100,100,100,73,67,2,4,2,,3,,32,3,,72,,,,Tax Auto-Prepare
2024-08-28 08:21:57,2024-08-28 08:24:36,0,129.222.0.189,100,159,1,2024-08-28 08:24:36,R_5XKwhbUshEHjq3n,,,,,25.7689,-80.1946,anonymous,EN,1,5dd446ab87c1fd43fbb49aa1,2,5,69,100,100,100,100,2,4,1,,3,,53,4,,60,,,,Tax Auto-Prepare
2024-08-28 08:19:45,2024-08-28 08:24:41,0,74.101.114.247,100,296,1,2024-08-28 08:24:42,R_1ImeAplumIDId2J,,,,,40.5828,-73.9532,anonymous,EN,1,6306d39340264f76753706fd,2,5,92,50,50,60,71,2,4,1,,3,,28,4,,72,,,,Tax Auto-Prepare
2024-08-28 08:22:15,2024-08-28 08:24:44,0,172.125.124.134,100,148,1,2024-08-28 08:24:45,R_13eh5HfnqvHKPV4,,,,,30.0843,-81.8629,anonymous,EN,1,669e76a251d010be91e69ba7,2,5,85,95,90,15,19,2,4,2,,3,,47,1,,30,,,,Tax Co-Prepare
2024-08-28 08:21:50,2024-08-28 08:24:51,0,47.198.33.79,100,181,1,2024-08-28 08:24:52,R_3DbedOZZpMUKCEE,,,,,28.2282,-82.1805,anonymous,EN,1,6694409ed60a5f43da6b6fc9,2,5,88,91,91,10,17,2,4,1,,3,,48,3,,61,,,,Tax Auto-Prepare
2024-08-28 08:21:20,2024-08-28 08:24:52,0,209.33.26.167,100,211,1,2024-08-28 08:24:52,R_3qjDlIHvJC4JDJM,,,,,36.971,-93.716,anonymous,EN,1,66704c3ca4f76cc874a3fbab,2,5,100,91,93,19,8,2,4,2,,3,,47,1,,9,,,,Tax Co-Prepare
2024-08-28 08:22:23,2024-08-28 08:24:53,0,67.240.150.95,100,149,1,2024-08-28 08:24:53,R_51KKDZSF2Gyv2l0,,,,,42.9967,-78.1969,anonymous,EN,1,66a2a6bc97ea1ad013ca922b,2,5,80,100,100,0,0,2,4,2,,3,,45,4,,71,,,,Tax Co-Prepare
2024-08-28 08:22:15,2024-08-28 08:24:53,0,45.29.36.66,100,158,1,2024-08-28 08:24:54,R_1otLVduxpWKyoQp,,,,,30.5095,-88.9735,anonymous,EN,1,666d99c91fd715d968e3b8a1,2,5,60,70,50,80,50,2,4,2,,5,,43,3,,66,,,,Tax Auto-Prepare
2024-08-28 08:19:46,2024-08-28 08:25:04,0,76.154.214.106,100,318,1,2024-08-28 08:25:04,R_5m3mFSb2ROnjG2q,,,,,39.9241,-105.0639,anonymous,EN,1,5c2ff645644d5300010c25f3,2,5,80,98,98,45,15,2,4,2,,3,,31,1,,75,,,,Tax Co-Prepare
2024-08-28 08:22:23,2024-08-28 08:25:04,0,68.200.157.141,100,161,1,2024-08-28 08:25:05,R_1Lo3eIv4rVcUfpk,,,,,28.149,-82.0411,anonymous,EN,1,663a59e617a5df9782291449,2,5,70,80,90,20,10,2,4,1,,3,,66,4,,70,,,,Tax Co-Prepare
2024-08-28 08:23:11,2024-08-28 08:25:05,0,107.77.234.5,100,114,1,2024-08-28 08:25:06,R_1IoBBin2HJXjdxg,,,,,37.751,-97.822,anonymous,EN,1,5b66c8d4cda8590001dafb0c,2,5,67,55,35,50,75,2,4,1,,3,,32,4,,85,,,,Tax Auto-Prepare
2024-08-28 08:21:14,2024-08-28 08:25:09,0,174.49.162.218,100,234,1,2024-08-28 08:25:09,R_33frrzzzlhtZinM,,,,,40.3226,-76.4042,anonymous,EN,1,5d38fb96a2087f0019272bc0,2,5,75,100,90,20,20,2,4,2,,3,,36,2,,25,,,,Tax Co-Prepare
2024-08-28 08:23:08,2024-08-28 08:25:14,0,74.209.97.115,100,125,1,2024-08-28 08:25:14,R_3GriluXHdniOls5,,,,,34.2153,-83.4503,anonymous,EN,1,668e9dc336d88c22d32f77a4,2,5,55,51,51,51,53,2,2,2,,3,,53,3,,51,,,,Tax Co-Prepare
2024-08-28 08:20:20,2024-08-28 08:25:16,0,76.130.97.26,100,295,1,2024-08-28 08:25:16,R_3OCeU8LS5jM59yM,,,,,39.8294,-104.9095,anonymous,EN,1,5bf55a643a426e00019e3990,2,5,70,80,82,10,10,2,4,1,,3,,58,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:21:32,2024-08-28 08:25:21,0,216.49.47.95,100,229,1,2024-08-28 08:25:21,R_3q8s7CNDWNH5yOI,,,,,41.0959,-75.1196,anonymous,EN,1,5aa44687dbdb470001ef463f,2,5,85,40,40,90,90,2,4,1,,3,,38,5,,75,,,,Tax Auto-Prepare
2024-08-28 08:23:41,2024-08-28 08:25:23,0,128.226.34.71,100,102,1,2024-08-28 08:25:24,R_646RM9QpSz2rfUw,,,,,42.0825,-75.9004,anonymous,EN,1,65d6a09286a0c99e632a46dd,2,5,65,90,100,10,0,2,4,1,,3,,22,5,,60,,,,Tax Auto-Prepare
2024-08-28 08:21:24,2024-08-28 08:25:25,0,24.35.211.210,100,241,1,2024-08-28 08:25:26,R_7zSI3ozA56zqwHY,,,,,34.8504,-92.4089,anonymous,EN,1,65c18bf66c65fd9357ae5678,2,5,87,100,100,30,30,2,4,2,,1,,36,3,,61,,,,Tax Co-Prepare
2024-08-28 08:23:28,2024-08-28 08:25:32,0,47.202.234.114,100,123,1,2024-08-28 08:25:32,R_1Ld87c4XPDbdAX8,,,,,28.1138,-82.3677,anonymous,EN,1,664226215b6bead5e2ea5d5a,2,5,93,100,51,52,81,2,4,2,,3,,62,4,,36,,,,Tax Co-Prepare
2024-08-28 08:23:04,2024-08-28 08:25:34,0,99.32.81.239,100,150,1,2024-08-28 08:25:35,R_77U968H7RRo7P18,,,,,32.6487,-97.335,anonymous,EN,1,64487cfd71449fe43eb6cbcd,2,5,71,71,72,71,71,2,4,2,,3,,63,1,,30,,,,Tax Co-Prepare
2024-08-28 08:22:38,2024-08-28 08:25:35,0,204.209.133.128,100,176,1,2024-08-28 08:25:35,R_740w325fRP2Plq9,,,,,32.373,-109.8631,anonymous,EN,1,5ff83b1c84079f563be72cab,2,5,82,60,60,60,62,2,4,1,,3,,47,4,,51,,,,Tax Auto-Prepare
2024-08-28 08:21:26,2024-08-28 08:25:45,0,107.128.2.67,100,259,1,2024-08-28 08:25:46,R_7QhTONggfQK3qO5,,,,,29.5531,-98.3598,anonymous,EN,1,5e1f8fbfb202032c463f3e06,2,5,68,100,100,0,0,2,4,2,,3,,63,4,,53,,,,Tax Auto-Prepare
2024-08-28 08:23:49,2024-08-28 08:25:46,0,67.172.104.84,100,116,1,2024-08-28 08:25:46,R_3QWZRUADieYq214,,,,,36.066,-86.9659,anonymous,EN,1,662aa9622c56ddf7dae9a4f2,2,5,91,60,25,80,80,2,4,1,,3,,25,4,,88,,,,Tax Auto-Prepare
